num_ip,reg_time,country,registrar,tld,dot_num,avg_host,max_host,avg_path,max_path,class
3,,IN,ENDURANCE DOMAINS TECHNOLOGY LLP (R173-AFIN),com,0,11.0,11,3.3333333333333335,4,bad
2,1159113600,US,GODADDY.COM LLC,com,0,19.0,19,3.8,7,bad
2,1430064000,CA,GODADDY.COM LLC,com,0,19.0,19,3.6666666666666665,7,bad
2,1430064000,CA,GODADDY.COM LLC,gov.ph,0,13.0,13,5.2,9,bad
0,,,,gov.ph,0,13.0,13,5.833333333333333,9,bad
0,,,,com.br,1,6.0,6,5.0,11,bad
0,,,,net,0,13.0,13,3.2,5,bad
2,1289404800,,DOMAIN.COM LLC,com.br,0,12.0,12,6.75,12,bad
0,,,,com,0,18.0,18,2.75,6,bad
2,1272902400,AU,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,in,0,12.0,12,3.6,8,bad
2,,IN,GODADDY.COM LLC (R101-AFIN),com.br,0,12.0,12,5.5,12,bad
0,,,,com,0,9.0,9,3.3333333333333335,7,bad
2,,,,com,0,11.0,11,2.0,4,bad
2,1159113600,US,GODADDY.COM LLC,com,0,11.0,11,3.3333333333333335,4,bad
2,1159113600,US,GODADDY.COM LLC,com,0,12.0,12,4.333333333333333,5,bad
2,1178985600,,GODADDY.COM INC.,com,0,11.0,11,3.3333333333333335,4,bad
2,1159113600,US,GODADDY.COM LLC,com,0,9.0,9,3.2,5,bad
2,1401897600,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.666666666666667,9,bad
2,1471449600,US,GODADDY.COM LLC,com,0,9.0,9,5.0,10,bad
2,,,,com,0,9.0,9,5.2,9,bad
0,,,,com,0,9.0,9,4.4,7,bad
2,,,,com,0,11.0,11,6.714285714285714,18,bad
2,1342800000,,GODADDY.COM LLC,net,1,7.0,8,5.791666666666667,13,bad
2,,KR,,com,0,19.0,19,8.428571428571429,32,bad
2,1430064000,CA,GODADDY.COM LLC,com.br,0,25.0,25,3.75,7,bad
0,,,,com,0,9.0,9,12.2,32,bad
2,1420214400,IN,GODADDY.COM LLC,id,1,4.5,7,1.5,3,bad
0,,,,no,1,8.0,14,1.0,3,bad
0,,,,com,0,12.0,12,2.5,5,bad
2,1178985600,,GODADDY.COM INC.,com.br,0,5.666666666666667,9,0.0,0,bad
0,,,,pt,1,5.0,6,7.615384615384615,32,bad
0,,,,pt,1,5.0,6,8.090909090909092,32,bad
0,,,,pt,1,5.0,6,8.9,32,bad
0,,,,net,1,7.0,8,6.4,13,bad
2,,KR,,com.br,0,12.5,17,2.5,5,bad
0,,,,com.br,0,12.0,12,5.0,8,bad
0,,,,com,0,13.0,13,1.5,3,bad
2,1389715200,,KEY-SYSTEMS GMBH,de,1,17.5,27,4.5,7,bad
0,,,,com,0,17.0,17,5.25,9,bad
2,,,,com,0,12.0,12,4.333333333333333,6,bad
4,1371484800,,GODADDY.COM LLC,za,1,9.5,17,3.75,7,bad
0,,,,com.br,0,21.0,21,4.6,6,bad
0,,,,com,0,12.0,12,4.333333333333333,5,bad
4,1313596800,,1 & 1 INTERNET AG,com,0,9.0,9,5.0,10,bad
2,,,,ru,0,11.0,11,17.25,55,bad
0,,,,com,0,5.0,5,2.4,4,bad
2,1269187200,,GODADDY.COM LLC,com,0,13.5,20,6.0,7,bad
2,1471276800,AU,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,info,0,7.0,7,2.0,4,bad
2,1471536000,US,GODADDY.COM LLC,ly,0,3.0,3,7.0,7,bad
0,,,,us,0,8.0,8,3.8333333333333335,8,bad
2,1251302400,US,GODADDY.COM INC.,com,0,20.0,20,3.5,6,bad
4,1448294400,PK,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,11.0,11,3.0,5,bad
2,1220716800,,,com.tr,1,9.333333333333334,12,0.0,0,bad
0,,,,biz,0,5.0,5,13.0,32,bad
2,1290787200,US,GODADDY.COM INC.,com,0,23.0,23,4.285714285714286,9,bad
0,,,,za,1,5.5,9,4.0,7,bad
0,,,,com,0,22.0,22,4.166666666666667,10,bad
2,1271001600,,GODADDY.COM LLC,org,0,19.0,19,4.857142857142857,7,bad
2,1380729600,IN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,uk,1,9.5,17,9.166666666666666,32,bad
0,,,,mobi,1,8.0,11,3.3333333333333335,5,bad
6,1201795200,PA,ENOM INC.,com.au,0,12.0,12,9.75,13,bad
0,,,,com,0,17.0,17,4.5,5,bad
2,,,,pt,0,8.5,9,9.0,28,bad
0,,,,com,1,7.0,12,5.75,10,bad
2,1152115200,US,,ke,1,6.0,10,5.0,10,bad
2,1242230400,,,com,0,9.0,9,5.0,8,bad
2,1149436800,US,GODADDY.COM LLC,za,1,8.5,15,4.5,8,bad
0,,,,com.br,0,10.0,10,5.8,12,bad
0,,,,com.br,0,10.0,10,5.25,12,bad
0,,,,com.br,0,14.0,14,5.6,11,bad
0,,,,org,0,9.0,9,5.571428571428571,11,bad
2,1451577600,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,21.0,21,5.833333333333333,12,bad
2,1380556800,,MELBOURNE IT LTD. D/B/A INTERNET NAMES WORLDWIDE,com,1,10.0,11,3.5,6,bad
2,824227200,US,NETWORK SOLUTIONS LLC.,com,0,15.0,15,3.5,7,bad
4,972835200,,TUCOWS DOMAINS INC.,org,0,11.0,11,3.0,7,bad
2,1207843200,IQ,,com.br,0,16.0,16,4.0,8,bad
0,,,,pl,0,8.0,8,5.4,7,bad
0,,,,com,0,8.0,8,4.0,6,bad
4,1385654400,ID,TUCOWS INC.,com,0,11.0,11,8.333333333333334,32,bad
5,1059494400,,ENOM INC.,uk,1,7.5,13,4.0,7,bad
0,,,,com,0,14.0,14,4.0,5,bad
2,1465142400,NG,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,in,0,17.0,17,4.714285714285714,8,bad
3,,IN,ENDURANCE DOMAINS TECHNOLOGY LLP (R173-AFIN),pl,0,5.0,5,6.333333333333333,8,bad
0,,,,com,0,11.0,11,8.333333333333334,32,bad
5,1059494400,,ENOM INC.,info,0,7.0,7,4.8,8,bad
2,1421251200,RU,WILD WEST DOMAINS LLC,info,0,19.0,19,4.666666666666667,5,bad
2,1471449600,FR,LAUNCHPAD.COM INC.,info,0,19.0,19,6.333333333333333,11,bad
2,1471449600,FR,LAUNCHPAD.COM INC.,com,0,18.0,18,3.75,8,bad
2,903542400,US,WILD WEST DOMAINS LLC,com,0,12.0,12,5.0,9,bad
2,1416844800,,CV. JOGJACAMP,org.ar,0,3.0,3,8.428571428571429,32,bad
0,,,,ro,0,6.5,7,3.25,9,bad
0,,,ICI - ROTLD,com,0,12.0,12,5.4,9,bad
2,1407340800,PE,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,11.0,11,8.25,17,bad
2,1312387200,US,GODADDY.COM LLC,com,0,11.0,11,4.333333333333333,8,bad
2,1312387200,US,GODADDY.COM LLC,org,0,19.0,19,9.166666666666666,32,bad
2,1461859200,US,ENOM INC.,mn,0,10.0,10,7.0,10,bad
3,,MN,,ru,0,8.0,8,2.5,5,bad
0,,,REGRU-RU,org.ar,0,3.0,3,8.375,32,bad
0,,,,de,0,7.0,7,4.8,6,bad
0,,,,com,0,11.0,11,2.5,5,bad
2,1271779200,,ENOM INC.,com,0,15.0,15,5.5,9,bad
2,1386604800,MX,NAME.COM INC.,nz,1,9.5,17,3.25,5,bad
0,,,,ru,0,5.0,5,2.6666666666666665,5,bad
0,,,RU-CENTER-RU,com,0,18.0,18,1.75,3,bad
2,,,,com,0,19.0,19,3.25,7,bad
2,1309968000,US,ENOM INC.,com,0,11.0,11,10.0,32,bad
5,1059494400,,ENOM INC.,com,3,7.0,13,5.722222222222222,13,bad
2,1426867200,BR,GODADDY.COM LLC,mobi,0,11.0,11,6.0,12,bad
2,1446480000,US,GODADDY.COM LLC,com,0,11.0,11,6.5,12,bad
2,1470326400,US,DOMAIN.COM LLC,com,0,11.0,11,2.5,5,bad
0,,,,com,0,6.0,6,3.3333333333333335,8,bad
2,1391616000,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,10.0,10,4.333333333333333,7,bad
3,882806400,US,GODADDY.COM LLC,com,0,5.0,7,1.0,2,bad
2,1310486400,,ONLINENIC INC.,us,1,15.0,17,5.333333333333333,11,bad
2,1453996800,UNITED STATES,GODADDY.COM INC.,ca,0,5.0,5,8.666666666666666,32,bad
0,1450800000,,,site,0,8.5,11,5.0,6,bad
0,,,,com.my,0,6.0,6,4.0,7,bad
0,,,,net,0,6.0,6,4.0,8,bad
2,962380800,,DIRECTI INTERNET SOLUTIONS PVT. LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com.ua,0,11.0,11,4.0,8,bad
0,,,,com,0,11.0,11,4.5,9,bad
2,1471276800,US,GODADDY.COM LLC,com,1,6.0,9,5.0,9,bad
2,1157126400,,NAME.COM LLC,com,0,13.0,13,4.25,7,bad
2,1496332800,US,,com,0,14.0,14,8.0,16,bad
2,1367164800,ID,CV. JOGJACAMP,org,0,5.0,5,5.833333333333333,12,bad
2,1166198400,IN,NET 4 INDIA LIMITED,com.br,0,13.0,13,3.142857142857143,6,bad
0,,,,com.br,0,13.0,13,3.1666666666666665,5,bad
0,,,,com,0,16.0,16,2.0,4,bad
2,,,,uk,1,4.0,6,6.0,11,bad
0,,,,com,0,15.0,15,9.333333333333334,32,bad
2,1262880000,,DIRECTI INTERNET SOLUTIONS PVT. LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,10.0,10,3.0,6,bad
2,1168963200,US,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,7.0,7,1.6666666666666667,3,bad
2,1459094400,PK,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,pe,0,18.0,18,4.75,8,bad
2,,,NIC .PE,pe,0,18.0,18,3.6666666666666665,8,bad
2,,,NIC .PE,com,0,11.0,11,3.0,6,bad
2,1464883200,SN,ENOM INC.,com,0,7.0,7,4.833333333333333,8,bad
2,944496000,,ARSYS INTERNET S.L. D/B/A NICLINE.COM,com,0,11.0,11,4.5,9,bad
2,1471276800,US,GODADDY.COM LLC,com.br,0,8.0,8,3.6666666666666665,7,bad
0,,,,com,0,16.0,16,6.4,11,bad
2,1092585600,US,NAMESECURE.COM,cal.pl,0,3.0,3,5.625,9,bad
0,,,,com,0,8.0,8,6.5,13,bad
2,1410105600,SA,GODADDY.COM LLC,com,1,6.0,9,5.25,11,bad
2,1157126400,,NAME.COM LLC,pt,0,10.0,10,4.2,9,bad
0,,,,tech,0,11.0,11,5.0,11,bad
0,,,,ru,0,12.0,12,8.0,11,bad
0,,,REGRU-RU,com.sa,0,7.0,7,4.833333333333333,9,bad
0,,,,info,0,7.0,7,3.6666666666666665,8,bad
2,1471363200,US,GODADDY.COM LLC,com,0,10.0,10,6.333333333333333,10,bad
0,,,,com,0,18.0,18,6.0,9,bad
2,1242316800,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,10.0,10,6.333333333333333,10,bad
0,,,,com,0,10.0,10,6.333333333333333,10,bad
0,,,,com,0,10.0,10,6.666666666666667,10,bad
0,,,,com,0,10.0,10,6.666666666666667,10,bad
0,,,,com.br,0,8.0,8,4.75,7,bad
0,,,,com,0,16.0,16,8.681818181818182,39,bad
2,1107619200,US,GODADDY.COM LLC,com,0,25.0,25,4.8,8,bad
0,,,,ru,0,9.0,9,6.2,9,bad
0,,,,net,0,13.0,13,3.8333333333333335,8,bad
2,1041868800,,PSI-USA INC. DBA DOMAIN ROBOT,com,0,5.0,6,4.25,5,bad
2,1490112000,HK,,org,0,11.0,16,14.0,32,bad
2,1458835200,ID,TUCOWS INC.,com.mx,0,15.0,15,4.714285714285714,6,bad
0,,,,com,1,6.5,10,1.3333333333333333,2,bad
2,1285257600,ID,CV. JOGJACAMP,org,0,5.0,5,4.333333333333333,6,bad
2,1268928000,BR,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,pk,0,9.0,9,5.571428571428571,14,bad
0,,,,com,0,12.0,12,3.5,9,bad
0,,,,com,0,14.0,14,2.6666666666666665,5,bad
2,1300809600,,,com,0,20.0,20,2.6666666666666665,4,bad
4,1448294400,PK,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,is,0,9.0,9,4.5,5,bad
0,,,,com,0,20.0,20,7.666666666666667,14,bad
2,,,,com,1,19.5,21,6.5,13,bad
2,,,,com,1,7.5,8,2.5,5,bad
2,1161792000,EG,NAME.COM INC.,com,0,11.0,11,8.5,17,bad
2,1159113600,US,GODADDY.COM LLC,com,0,9.0,9,3.8,8,bad
0,,,,com.br,0,20.0,20,5.6,10,bad
0,,,,uk,2,6.666666666666667,11,4.25,8,bad
0,,,,it,0,15.0,15,3.0,4,bad
0,,,,com.au,0,12.0,12,12.666666666666666,32,bad
0,,,,com,0,12.0,12,2.6666666666666665,5,bad
2,959875200,,GODADDY.COM INC.,za,1,10.0,18,3.4,5,bad
0,,,,uk,2,4.333333333333333,7,5.333333333333333,7,bad
0,,,,com,1,7.0,10,5.0,9,bad
0,1201363200,US,1&1 INTERNET SE,com,0,10.0,10,5.428571428571429,10,bad
2,1330099200,,GODADDY.COM LLC,ro,0,7.0,8,7.0,13,bad
0,,,ICI - ROTLD,net,0,9.333333333333334,12,4.888888888888889,7,bad
2,1440604800,US,DYNADOT LLC,com,0,15.0,15,7.0,12,bad
2,1399305600,PE,GODADDY.COM LLC,de,0,6.5,9,1.5,3,bad
0,,,,com,0,14.0,14,4.142857142857143,10,bad
2,1238515200,PA,ENOM INC.,be,0,8.0,8,3.0,3,bad
0,,,,com,0,22.0,22,3.6,7,bad
2,1271001600,,GODADDY.COM LLC,org.au,0,13.0,13,4.25,6,bad
0,,,,com,0,12.0,12,4.0,5,bad
2,1394553600,US,GODADDY.COM LLC,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.294117647058823,13,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.294117647058823,13,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.294117647058823,13,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.294117647058823,13,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.294117647058823,13,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.352941176470588,14,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,9.0,9,5.294117647058823,13,bad
2,1497283200,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,do,1,3.5,4,3.25,5,bad
0,,,,com,0,10.0,10,7.285714285714286,32,bad
2,1117814400,BD,ONLINENIC INC,com,0,13.0,13,8.5,32,bad
2,1225123200,CN,XINNET TECHNOLOGY CORPORATION,com.br,0,13.0,13,3.5,6,bad
0,,,,com.br,0,13.0,13,3.5,6,bad
0,,,,com.br,0,13.0,13,3.5,6,bad
0,,,,edu.bd,0,11.0,11,4.8,10,bad
0,,,,vu,1,7.5,13,0.0,0,bad
0,,,,com,0,10.0,10,7.285714285714286,32,bad
2,1117814400,BD,ONLINENIC INC,com.br,0,15.0,15,4.833333333333333,7,bad
0,,,,com,0,18.0,18,5.0,10,bad
2,1457971200,US,,com.br,0,13.0,13,3.5,6,bad
0,,,,com,0,18.0,18,3.6666666666666665,8,bad
2,,,,com,0,15.0,15,3.5,7,bad
2,1168617600,,ENOM INC.,com.br,0,24.0,24,5.0,8,bad
0,,,,com,0,17.0,17,5.142857142857143,9,bad
2,,,,net,0,15.0,15,9.6,32,bad
0,,,,com,0,23.0,23,2.0,3,bad
2,1320681600,,WILD WEST DOMAINS LLC,net,1,7.5,9,2.0,2,bad
2,827769600,US,NETWORK SOLUTIONS LLC.,com,0,15.0,15,5.0,12,bad
2,1306080000,US,GODADDY.COM LLC,com,0,10.0,10,7.285714285714286,32,bad
2,1117814400,BD,ONLINENIC INC,com,0,20.0,20,6.5,13,bad
2,1187452800,US,GODADDY.COM LLC,com,0,13.0,13,8.5,32,bad
2,1225123200,CN,XINNET TECHNOLOGY CORPORATION,com,0,13.0,13,8.5,32,bad
2,1225123200,CN,XINNET TECHNOLOGY CORPORATION,com,0,8.0,8,5.0,7,bad
2,1000137600,MX,GODADDY.COM LLC,pl,1,4.5,5,2.75,8,bad
0,,,,ly,0,2.0,2,11.0,11,bad
0,,,,com,1,6.0,9,5.25,11,bad
2,1157126400,,NAME.COM LLC,com,0,5.5,10,4.25,8,bad
2,1404057600,,GODADDY.COM LLC,com.au,0,6.0,6,5.444444444444445,8,bad
0,,,,com,0,17.0,17,11.666666666666666,32,bad
2,1357574400,,ONLINENIC INC.,kz,0,8.0,8,5.75,9,bad
0,,,,com,0,9.0,9,5.4,14,bad
2,1471276800,US,GODADDY.COM LLC,com,0,13.0,13,3.0,6,bad
4,1451836800,,TUCOWS DOMAINS INC.,com,0,14.0,14,3.0,6,bad
4,1442937600,,,uk,1,9.5,17,9.166666666666666,32,bad
0,,,,com,0,6.0,6,5.285714285714286,8,bad
2,1150214400,,,org,0,18.0,18,6.666666666666667,12,bad
2,1049212800,US,,cl,0,12.0,12,2.0,4,bad
0,,,,com,0,13.0,13,6.5,9,bad
2,1388851200,,CV. JOGJACAMP,com,0,5.5,6,5.666666666666667,13,bad
2,1489507200,US,,com,0,22.0,22,8.4,22,bad
2,1245686400,,LAUNCHPAD.COM INC.,ru,0,6.0,6,3.0,5,bad
0,,,,com,0,15.0,15,1.5,3,bad
2,1263225600,,GODADDY.COM LLC,org,0,6.0,6,3.5,6,bad
2,930844800,US,,com,0,14.0,14,12.0,32,bad
2,1021564800,US,GODADDY.COM LLC,com,0,14.0,14,12.0,32,bad
2,1021564800,US,GODADDY.COM LLC,com,0,18.0,18,4.833333333333333,8,bad
2,1340035200,LB,GODADDY.COM LLC,com,0,11.0,11,1.5,3,bad
2,1271779200,,ENOM INC.,com,0,12.0,12,6.25,9,bad
4,1371484800,,GODADDY.COM LLC,com,0,13.0,13,2.0,4,bad
2,1469808000,NG,GODADDY.COM LLC,net,0,13.0,13,5.0,9,bad
4,997286400,,,com,0,21.0,21,3.5,7,bad
2,1322755200,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,10.0,10,5.25,11,bad
3,1388851200,GH,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,uk,1,9.5,17,9.166666666666666,32,bad
0,,,,pl,1,7.0,8,22.666666666666668,60,bad
0,,,,com,0,12.0,12,4.777777777777778,9,bad
2,1164211200,,GKG.NET INC.,com,0,3.6666666666666665,5,5.5,7,bad
3,1088697600,,KEY-SYSTEMS GMBH,org,0,5.0,5,2.0,4,bad
2,1268928000,BR,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,10.0,10,6.0,10,bad
2,1416240000,TR,FBS INC.,org.ar,0,3.0,3,8.375,32,bad
0,,,,ir,0,10.0,10,4.4,7,bad
0,,,,ir,0,10.0,10,4.2,7,bad
0,,,,pt,0,10.0,10,4.75,8,bad
0,,,,com,0,3.0,3,4.571428571428571,10,bad
2,1357142400,EG,GODADDY.COM LLC,com,0,7.0,7,3.6666666666666665,5,bad
2,930931200,CA,TUCOWS INC.,com.pe,0,13.0,13,6.0,10,bad
4,,,NIC .PE,com,1,7.0,10,5.75,9,bad
0,1201363200,US,1&1 INTERNET SE,ir,0,10.0,10,4.2,7,bad
0,,,,com.au,0,6.0,6,7.625,11,bad
0,,,,com,0,19.0,19,4.142857142857143,8,bad
2,1268323200,,DIRECTI INTERNET SOLUTIONS PVT. LTD. D/B/A PUBLICDOMAINREGISTRY.COM,name,0,5.0,5,6.0,8,bad
0,,,GODADDY.COM LLC,uk,1,9.5,17,9.166666666666666,32,bad
0,,,,uk,1,9.5,17,5.75,9,bad
0,,,,com,1,9.5,10,5.555555555555555,9,bad
4,1217865600,,TLDS LLC DBA SRSPLUS,com,0,9.0,9,5.4,8,bad
2,1398355200,US,GODADDY.COM LLC,com,0,14.0,14,5.25,8,bad
2,1094486400,,TUCOWS DOMAINS INC.,com,0,10.0,10,3.0,5,bad
3,882806400,US,GODADDY.COM LLC,com,0,11.0,11,0.0,0,bad
2,913046400,US,NETWORK SOLUTIONS LLC.,com,0,13.0,13,11.5,21,bad
2,1372176000,MX,GODADDY.COM LLC,com,1,20.0,22,8.5,17,bad
2,,,,com,0,14.0,14,4.0,6,bad
2,1470153600,US,DOMAIN.COM LLC,com,0,11.0,11,4.333333333333333,8,bad
2,1312387200,US,GODADDY.COM LLC,ru,0,6.0,6,5.25,7,bad
0,,,,com,0,17.0,17,4.0,8,bad
2,1342886400,,,com,0,12.0,12,3.5,4,bad
2,1127577600,,WILD WEST DOMAINS LLC,ro,0,6.0,6,4.5,8,bad
0,,,,ro,0,6.0,6,4.0,8,bad
0,,,,com,1,7.75,11,3.6666666666666665,7,bad
4,,,,com,1,6.4,10,2.8333333333333335,7,bad
4,,,,it,0,8.5,11,4.2,7,bad
0,,,,ir,0,8.0,11,3.5,5,bad
0,,,,im,0,3.0,3,17.0,17,bad
4,,,,com,0,13.0,13,3.6,5,bad
2,1374076800,,GODADDY.COM LLC,nz,1,7.0,12,5.333333333333333,7,bad
0,,,,nz,1,7.0,12,5.333333333333333,7,bad
0,,,,nz,1,7.0,12,5.333333333333333,7,bad
0,,,,com,1,7.0,10,4.5,7,bad
0,1201363200,US,1&1 INTERNET SE,ru,0,5.0,6,14.8,55,bad
0,,,,im,0,3.0,3,14.0,14,bad
4,,,,com,0,7.666666666666667,8,6.0,7,bad
2,1471276800,AU,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,18.0,18,2.3333333333333335,4,bad
2,1272902400,AU,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,10.0,10,3.0,6,bad
2,1312387200,UK,,com,0,6.0,6,9.0,16,bad
2,,,,is,0,9.0,9,3.5,5,bad
0,,,,com,0,19.0,19,3.0,7,bad
2,1259769600,US,GODADDY.COM LLC,com,0,10.0,10,2.0,4,bad
2,1285257600,ID,CV. JOGJACAMP,com,0,8.0,8,6.0,10,bad
4,1486569600,ID,TUCOWS INC.,com,0,11.0,11,4.875,7,bad
2,1304006400,US,GODADDY.COM LLC,com,0,12.0,12,4.666666666666667,7,bad
2,1459094400,PK,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com.ua,0,6.0,6,5.5,9,bad
0,,,,com,0,10.0,10,4.333333333333333,5,bad
2,1312387200,UK,,com,0,20.0,20,6.8,10,bad
2,1143129600,CA,WILD WEST DOMAINS LLC,com,1,6.5,10,3.0,5,bad
2,1285257600,ID,CV. JOGJACAMP,com,0,18.0,18,4.8,6,bad
2,1014048000,CA,TUCOWS INC.,org,0,15.0,15,9.8,33,bad
2,1419177600,US,GODADDY.COM LLC,com,0,35.0,35,6.333333333333333,8,bad
2,1471276800,US,GODADDY.COM LLC,com,0,16.0,16,2.0,3,bad
2,1453910400,GB,WEBFUSION LIMITED,com.br,0,17.0,17,6.75,13,bad
0,,,,com,1,8.0,8,8.666666666666666,13,bad
2,1222012800,US,ENOM INC.,org,0,12.0,12,4.8,8,bad
2,1231084800,TR,TUCOWS INC. (R11-LROR),com,0,14.0,14,5.5,8,bad
2,1421769600,TR,FBS INC.,com,1,6.5,9,4.0,8,bad
2,1465315200,IN,GODADDY.COM LLC,com,0,10.0,10,4.0,5,bad
2,,,,com,0,17.0,17,4.0,8,bad
2,1342886400,,,com,0,12.0,12,4.833333333333333,8,bad
2,1154016000,,MELBOURNE IT LTD. D/B/A INTERNET NAMES WORLDWIDE,org,0,18.0,18,5.0,8,bad
2,954518400,US,,com.ar,0,16.0,16,4.0,6,bad
0,,,,com,0,13.0,13,4.0,6,bad
2,1460044800,NP,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,net,0,9.0,9,5.25,11,bad
2,1298995200,,TODAYNIC.COM INC.,com,0,21.0,21,3.2,7,bad
1,1429545600,CN,,com,0,2.5,4,4.333333333333333,7,bad
2,1396108800,US,GODADDY.COM LLC,com,0,3.6666666666666665,5,5.75,7,bad
3,1088697600,,KEY-SYSTEMS GMBH,com,0,2.5,4,4.666666666666667,8,bad
2,1396108800,US,GODADDY.COM LLC,online,1,7.0,12,4.0,7,bad
5,1470499200,PA,NAMECHEAP,com,0,15.0,15,6.666666666666667,12,bad
2,1471190400,US,GODADDY.COM LLC,net,1,7.333333333333333,8,4.0,6,bad
2,1466265600,US,GODADDY.COM LLC,com,1,19.0,20,6.5,13,bad
2,,,,com.br,0,10.0,10,4.333333333333333,6,bad
0,,,,co,0,1.0,1,10.0,10,bad
6,1272211200,UNITED STATES,,com,0,10.0,10,2.0,3,bad
4,1407427200,US,NAME.COM INC.,com,0,2.5,4,4.666666666666667,8,bad
2,1396108800,US,GODADDY.COM LLC,com,0,15.0,15,8.0,10,bad
2,1452528000,GH,GODADDY.COM LLC,com,0,7.5,10,3.2,6,bad
4,1456502400,ID,PT ARDH GLOBAL INDONESIA,com,0,12.0,12,6.75,13,bad
2,1363708800,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com,0,12.0,12,5.25,9,bad
2,1363708800,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,com.br,0,13.0,13,3.3333333333333335,4,bad
0,,,,com,0,7.0,7,5.428571428571429,12,bad
2,1155830400,,ENOM INC.,nf,1,7.5,13,6.0,12,bad
0,,,,net,1,7.333333333333333,8,3.6666666666666665,5,bad
2,1466265600,US,GODADDY.COM LLC,us,0,9.0,9,4.0,5,bad
2,1470758400,UNITED STATES,GODADDY.COM INC.,com,0,17.0,17,9.7,39,bad
2,1463846400,UNITED STATES,FASTDOMAIN INC.,com,0,17.0,17,9.7,39,bad
2,1463846400,UNITED STATES,FASTDOMAIN INC.,com,0,17.0,17,9.7,39,bad
2,1463846400,UNITED STATES,FASTDOMAIN INC.,com,0,17.0,17,9.7,39,bad
2,1463846400,UNITED STATES,FASTDOMAIN INC.,com,0,17.0,17,9.7,39,bad
2,1463846400,UNITED STATES,FASTDOMAIN INC.,com,0,8.0,14,9.142857142857142,32,bad
3,1279123200,,,com.br,0,15.0,15,5.8,9,bad
