num,url:num_ip,reg_time,country,registrar
00000,diaryofagameaddict.com:2,2007-01-22,,GODADDY.COM LLC
00008,crackspider.us:2,2003-10-01,RUSSIAN FEDERATION,TUCOWS DOMAINS INC.
00005,toddscarwash.com:3,2007-06-15,US,UDOMAINNAME.COM LLC
00001,espdesign.com.au:2,,,
00007,ipl.hk:0,,,
00002,iamagameaddict.com:2,,,
00012,ch.ma:0,,,
00003,kalantzis.net:2,2005-11-03,CA,ENOM INC.
00010,rupor.info:2,2002-09-03,US,1&1 INTERNET SE
00011,svision-online.de:0,,,
00013,sn-gzzx.com:2,2003-01-14,CN,HICHINA ZHICHENG TECHNOLOGY LTD.
00006,tubemoviez.com:2,2011-01-23,,DNC HOLDINGS INC.
00015,outporn.com:5,2004-11-19,,ENOM INC.
00016,aimoo.com:5,2000-12-14,,ENOM INC.
00017,xindalawyer.com:2,2007-12-05,,WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC
00019,deletespyware-adware.com:2,2006-01-24,MT,ENOM INC.
00020,strefa.pl:0,,,
00004,slightlyoffcenter.net:2,2004-02-18,,GODADDY.COM INC.
00009,pos-kupang.com:2,2008-04-18,ID,ENOM INC.
00023,favorit-network.com:4,2015-12-08,,DROPCATCH.COM 575 LLC
00025,juicypussyclips.com:2,2007-11-27,,MONIKER ONLINE SERVICES INC.
00018,spb.ru:0,,,RU-CENTER-RU
00024,cracks.vg:0,2015-09-10,,INTERNETX GMBH
00022,zkic.com:2,2009-12-29,CA,ALPINE DOMAINS INC.
00026,nuptialimages.com:2,2006-04-17,,DOMAINREGI LLC
00028,bezproudoff.cz:0,,,
00029,ceskarepublika.net:2,2004-02-13,,TUCOWS DOMAINS INC.
00030,hotspot.cz:0,,,
00031,gmcjjh.org:2,2011-09-23,IN,NET 4 INDIA LIMITED
00014,sunlux.net:2,2006-02-02,,TODAY AND TOMORROW CO. LTD.
00032,nerez-schodiste-zabradli.com:2,2007-01-19,,TUCOWS DOMAINS INC.
00034,nowina.info:0,2003-11-07,CZ,TUCOWS INC. (R139-LRMS)
00036,otylkaaotesanek.cz:0,,,REG-INTERNET-CZ
00035,obada-konstruktiwa.org:2,2003-09-11,CZ,TUCOWS INC. (R11-LROR)
00033,nordiccountry.cz:0,,,
00038,pension-helene.cz:0,,,
00037,pb-webdesign.net:2,2013-09-12,JP,GO CANADA DOMAINS LLC
00041,spekband.com:2,2005-07-26,CZ,TUCOWS INC.
00040,smrcek.com:2,2003-01-14,CZ,CSL COMPUTER SERVICE LANGENBACH GMBH D/B/A JOKER.COM
00042,ehgaugysd.net:0,,,
00021,ruiyangcn.com:2,2007-09-29,,HICHINA ZHICHENG TECHNOLOGY LTD.
00045,zgsysz.com:2,2005-08-18,,XIN NET TECHNOLOGY CORPORATION
00046,oknarai.ru:0,,,
00043,webcom-software.ws:0,,,
00039,myotis.info:2,2003-02-11,CZ,CSL COMPUTER SERVICE LANGENBACH GMBH D/B/A JOKER.COM (R161-LRMS)
00047,realinnovation.com:2,2003-06-23,,GODADDY.COM LLC
00048,hardcorepornparty.com:0,2006-04-27,,ENOM INC.
00027,andysgame.com:2,2006-10-12,,TUCOWS DOMAINS INC.
00049,szm.sk:0,,,
00044,worldgymperu.com:0,,,
00052,luckyblank.info:5,2008-10-26,US,ENOM INC.
00051,dimsnetwork.com:2,2007-12-08,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00053,luckyclean.info:5,2008-09-20,US,ENOM INC. (R126-LRMS)
00055,luckyeffect.info:5,2008-09-20,US,ENOM INC. (R126-LRMS)
00058,luckyshine.info:2,2008-10-26,US,ENOM INC.
00060,luckysure.info:5,2008-09-20,US,ENOM INC. (R126-LRMS)
00056,luckyhalo.info:2,2008-10-26,US,ENOM INC. (R126-LRMS)
00061,luckytidy.info:2,2008-10-26,US,ENOM INC.
00054,luckyclear.info:5,2008-09-20,US,ENOM INC. (R126-LRMS)
00063,buffalogoesout.com:0,,,
00062,nudebeachgalleries.net:2,2006-07-09,,DIRECTI INTERNET SOLUTIONS PVT. LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00064,achren.org:3,2002-06-03,GB,GODADDY.COM LLC (R91-LROR)
00065,associatesexports.com:2,2016-03-06,TR,GODADDY.COM LLC
00059,luckysuccess.info:5,2008-09-20,US,ENOM INC. (R126-LRMS)
00067,conds.ru:0,,,RD-RU
00069,unalbilgisayar.com:2,2008-06-05,,FBS INC.
00071,t-sb.net:0,,,
00068,img001.com:2,2009-02-09,CN,XINNET TECHNOLOGY CORPORATION
00066,antalya.ru:0,,,RU-CENTER-RU
00072,hanulsms.com:2,2008-12-18,,GABIA INC.
00050,noveslovo.com:2,2008-12-12,,ENOM INC.
00074,srslogisticts.com:2,2008-08-20,,GODADDY.COM LLC
00075,tendersource.com:2,2013-11-27,,INTERSOLVED-TN.COM INC.
00070,soundcomputers.net:2,2008-09-08,,ENOM INC.
00057,luckypure.info:5,2008-10-26,US,ENOM INC.
00073,semengineers.com:2,2006-09-14,PK,ENOM INC.
00076,traff1.com:2,2007-10-24,,ONLINENIC INC.
00080,hak.su:0,,,R01-REG-FID
00079,kikul.com:0,,,
00078,oprahsearch.com:2,2009-10-31,,MONIKER ONLINE SERVICES LLC
00081,somnoy.com:2,2008-09-25,,ONLINENIC INC.
00077,web-olymp.ru:0,,,
00083,westlifego.com:5,2010-04-07,,ENOM INC.
00082,incoctel.cl:0,,,
00086,spatsz.com:3,2004-12-08,FR,GANDI SAS
00088,titon.info:2,2006-01-05,BG,PDR LTD. DBA PUBLICDOMAINREGISTRY.COM (R159-LRMS)
00085,romsigmed.ro:0,,,
00087,svetyivanrilski.com:2,2007-01-24,BG,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00090,vivaweb.org:2,2006-12-11,BG,DIRECTI INTERNET SOLUTIONS PVT. LTD. D/B/A PUBLICDOMAINREGISTRY.COM (R27-LROR)
00089,tophostbg.net:2,2005-11-15,BG,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00092,warco.pl:0,,,
00093,bde.be:0,,,
00091,vocational-training.us:2,2003-04-25,US,DOTSTER
00094,pwvita.pl:0,,,
00095,roks.ua:0,,,
00098,tk-gregoric.si:0,,,CARPEDIEM D.O.O.
00097,tecnocuer.com:2,2004-02-13,,REGISTER.COM INC.
00100,blackapplehost.com:2,2007-11-24,CA,TUCOWS INC.
00099,tomalinoalambres.com.ar:0,,,
00101,womenslabour.org:2,2014-12-02,CA,GODADDY.COM LLC
00104,propan.ru:0,,,
00102,wroclawski.com.pl:0,,,
00096,kiev.ua:0,,,
00103,alice.it:0,,,
00105,firehouse651.com:2,2000-08-02,CA,ENOM INC.
00107,webcashmaker.com:2,2005-02-16,,GODADDY.COM LLC
00106,freewebtown.com:2,,,
00108,stormpages.com:2,,,
00109,110mb.com:2,2006-03-19,US,HOSTING CONCEPTS B.V. D/B/A OPENPROVIDER
00110,sentrol.cl:0,,,
00113,uriyuri.com:5,2002-01-02,,YESNIC CO. LTD.
00116,webs.com:2,1995-04-04,US,ENOM INC.
00114,usaenterprise.com:2,1999-06-03,,GANDI SAS
00111,kjbbc.net:2,2000-08-31,,ONLINENIC INC.
00112,torgi.kz:0,,,
00115,wigglewoo.com:2,2003-09-10,DE,REGISTRYGATE GMBH
00084,nadegda-95.ru:0,,,R01-RU
00118,zoomshare.com:2,2004-02-17,US,ENOM INC.
00120,heima8.com:2,2005-03-01,CN,HICHINA ZHICHENG TECHNOLOGY LTD.
00119,xpg.com.br:0,,,
00117,wen.ru:0,,,R01-RU
00121,51edm.net:2,2015-04-03,US,PSI-USA INC. DBA DOMAIN ROBOT
00122,kit.net:3,1997-01-09,BR,1API GMBH
00125,obyz.de:0,,,
00127,dawnframing.com:2,2014-08-20,US,EUNAMESOREGON.COM LLC
00124,energia.cz:0,,,
00129,linezing.com:4,2008-12-28,CN,MARKMONITOR INC.
00128,free-crochet-pattern.com:2,2003-03-08,,GODADDY.COM INC.
00126,callingcardsinstantly.com:2,2004-03-14,US,GODADDY.COM LLC
00132,vvvic.com:2,2004-05-11,KR,WHOIS NETWORKS CO. LTD.
00130,oiluk.net:2,2006-06-19,GB,ASCIO TECHNOLOGIES INC
00133,co.kr:0,,,
00134,papamamandoudouetmoi.com:2,2008-04-20,,GANDI SAS
00131,whitehousedrugpolicy.gov:0,,,
00123,front.ru:0,,,SALENAMES-RU
00137,professionalblackbook.com:2,2005-10-06,,GODADDY.COM INC.
00136,sopharma.bg:0,,,
00139,typeofmarijuana.com:2,2002-08-18,GB,GODADDY.COM LLC
00142,roorbong.com:2,2013-09-15,,NAMESECTOR LLC
00140,trafficgrowth.com:2,2000-06-16,GB,GODADDY.COM LLC
00145,potvaporizer.com:2,2002-04-09,GB,GODADDY.COM LLC
00146,portablevaporizer.com:2,2002-04-09,US,GODADDY.COM LLC
00135,splius.lt:0,,,KAUNO TECHNOLOGIJOS UNIVERSITETAS
00143,thcextractor.com:2,2002-04-09,GB,GODADDY.COM LLC
00147,cannabispicture.com:2,2002-04-09,ID,WILD WEST DOMAINS LLC
00148,cannabislyric.com:2,2004-11-01,,WILD WEST DOMAINS LLC
00144,purethc.com:2,2000-07-16,UK,GODADDY.COM LLC
00150,juedische-kammerphilharmonie.de:0,,,
00151,utopia-muenchen.de:0,,,
00138,ne.jp:0,,,
00154,purplehorses.net:2,2007-02-09,,FASTDOMAIN INC.
00149,dp-medien.eu:0,,,
00153,vural-electronic.com:2,2007-12-21,DE,CRONON AG
00155,wildsap.com:2,2009-03-22,,FASTDOMAIN INC.
00152,vernoblisk.com:3,1998-11-12,,TUCOWS DOMAINS INC.
00158,be-funk.com:2,2005-02-22,BE,FASTDOMAIN INC.
00157,saturnleague.com:2,2006-05-06,,FASTDOMAIN INC.
00160,wrestlingexposed.com:2,2014-10-09,US,ANNULET INC
00163,doctor-alex.com:2,2004-04-26,ZA,GODADDY.COM LLC
00162,sitepalace.com:2,1998-10-10,US,NAMESILO LLC
00156,ohiomm.com:2,2005-08-24,US,FASTDOMAIN INC.
00161,santacruzsuspension.com:2,2005-12-17,,TUCOWS.COM CO.
00165,tpt.edu.in:2,,IN,ERNET INDIA (R9-AFIN)
00159,revistaelite.com:2,2004-07-19,PA,ENOM INC.
00167,downloads-whatsapp.com:2,2013-09-27,PK,PAKNIC PRIVATE LIMITED
00164,ivnet.ru:0,,,RU-CENTER-RU
00166,co.uk:0,,,
00168,websalesusa.com:4,2004-10-21,,REGISTER.COM INC.
00172,sexzoznamka.eu:0,,,
00171,reishus.de:0,,,
00174,vette-porno.nl:0,,,
00176,blacknite.eu:0,,,
00177,pokachi.net:2,2008-09-26,,DIRECTI INTERNET SOLUTIONS PVT. LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00178,pride-u-bike.com:2,2006-10-07,,ENOM INC.
00170,secondome.com:3,2004-08-03,US,DREAMHOST
00182,wp9.ru:0,,,
00181,wmserver.net:2,2005-01-26,FI,CSL COMPUTER SERVICE LANGENBACH GMBH D/B/A JOKER.COM
00180,amw.com:3,1997-01-30,US,MARKMONITOR INC.
00169,rempko.sk:0,,,
00173,bravetools.net:2,2004-04-19,CN,ONLINENIC INC
00179,quotidiennokoue.com:2,2009-09-21,,NAME.COM INC.
00183,sanseracingteam.com:2,2007-05-16,,NETWORK SOLUTIONS LLC.
00175,obkom.net.ua:0,,,
00186,tiergestuetzt.de:0,,,
00185,stirparts.ru:0,,,REGRU-RU
00187,starsarabian.com:2,2013-12-20,US,LAKEODOMAINS.COM LLC
00184,sonnoli.com:4,2008-08-14,,TUCOWS DOMAINS INC.
00188,angolotesti.it:0,,,
00190,ne.kr:0,,,
00191,chez.com:2,1996-02-24,FR,ONLINE SAS
00193,allxscan.tk:0,,,
00194,pornstarss.tk:0,,,
00189,host127-0-0-1.com:2,2007-02-23,,TUCOWS INC.
00195,cjb.com:2,1999-01-11,US,AMAZON REGISTRAR INC.
00197,sudcom.org:3,2009-09-14,CA,TUCOWS INC.
00199,scaner-do.tk:0,,,
00196,luwyou.com:4,2010-09-01,,APRIL SEA INFORMATION TECHNOLOGY CORPORATION
00198,scdsfdfgdr12.tk:0,,,
00201,scaner-figy.tk:0,,,
00200,scaner-file.tk:0,,,
00203,scaner-or.tk:0,,,
00141,thcvaporizer.com:2,2000-09-25,GB,GODADDY.COM LLC
00205,scaner-sboom.tk:0,,,
00192,freeserials.ws:4,2004-12-18,US,DNC HOLDINGS INC.
00204,exsexytop.tk:0,,,
00207,scaner-tfeed.tk:0,,,
00208,linkforme.tk:0,,,
00206,scaner-sbite.tk:0,,,
00209,scaner-tgame.tk:0,,,
00210,scaner-sdee.tk:0,,,
00202,ns2ns1.tk:0,,,
00212,internet-bb.tk:0,,,
00211,web-fill.tk:0,,,
00216,zyxyfy.com:2,2010-05-11,,BEIJING INNOVATIVE LINKAGE TECHNOLOGY LTD. DBA DNS.COM.CN
00218,fkhfgfg.tk:0,,,
00221,new-address.tk:0,,,
00219,web-domain.tk:0,,,
00213,textsex.tk:0,,,
00222,gameangel.com:2,2003-08-29,KR,GABIA INC.
00223,vvps.ws:0,,,
00214,live-dir.tk:0,,,
00225,url-cameralist.tk:0,,,
00224,com1.ru:0,,,AGAVA-RU
00226,site-checksite.tk:0,,,
00220,unlim-app.tk:0,,,
00229,spris.com:2,1996-08-30,KR,NETPIA.COM INC.
00232,faq-candrive.tk:0,,,
00233,job-compuse.tk:0,,,
00227,downloaddirect.com:2,2016-02-29,,DROPCATCH.COM 806 LLC
00231,krovatka.su:0,,,SALENAMES-SU
00217,sexyster.tk:0,,,
00230,new-softdriver.tk:0,,,
00235,hosting-controlid1.tk:0,,,
00228,or.kr:0,,,
00236,hosting-controlpin.tk:0,,,
00237,hosting-controlpr.tk:0,,,
00239,job-companybuild.tk:0,,,
00238,image-circul.tk:0,,,
00241,bookofkisl.com:4,2011-02-22,,BASIC FUSION INC.
00242,infoweb-coolinfo.tk:0,,,
00240,lab-cntest.tk:0,,,
00245,patrickhickey.eu:0,,,
00246,invasioncrew.com:2,2007-04-01,,TUCOWS.COM CO.
00249,wallpapers91.com:2,2007-12-10,,TUCOWS.COM CO.
00215,mbrdot.tk:0,,,
00234,hosting-controlnext.tk:0,,,
00252,bos.ru:0,,,
00251,jino.ru:0,,,R01-RU
00247,mhwang.com:2,2002-08-18,SINGAPORE,IP MIRROR PTE LTD
00243,uol.com.br:0,,,
00253,mediafire.com:4,,,
00256,casamama.nl:0,,,
00244,skiholidays4beginners.com:2,2008-09-19,,MELBOURNE IT LTD. D/B/A INTERNET NAMES WORLDWIDE
00254,downf468.com:2,2016-01-04,US,GODADDY.COM LLC
00257,seoholding.com:6,2010-08-22,RU,BIZCN.COMINC.
00250,dowdenphotography.com:2,2008-08-04,,ENOM INC.
00255,widestep.com:2,2004-03-09,UA,INTERNET INVEST LTD. DBA IMENA.UA
00260,crackzone.net:2,2016-01-02,IN,BIGROCK SOLUTIONS LTD
00248,networkmedical.com.hk:0,,,
00258,seonetwizard.com:4,2011-03-30,,BIZCN.COM INC.
00261,infra.by:2,2008-11-10,,RELIABLE SOFTWARE LTD
00264,remorcicomerciale.ro:0,,,
00262,elocumjobs.com:2,2015-11-27,CN,HAWTHORNEDOMAINS.COM LLC
00267,paracadutismolucca.it:0,,,
00268,aintdoinshit.com:2,2008-05-30,,FASTDOMAIN INC.
00265,negociosdasha.com:2,2011-02-24,,ENOM INC.
00271,pamoran.net:5,2013-05-31,JP,GMO INTERNET INC.
00266,eldiariodeguadalajara.com:2,2011-04-11,,GODADDY.COM LLC
00270,bj04.com:2,2005-06-03,,DOTNAME KOREA CORP
00272,provenprotection.net:0,,,
00269,cswilliamsburg.com:0,,,
00274,serraikizimi.gr:0,,,
00273,qbike.com.br:0,,,
00276,metrocuadro.com.ve:0,,,
00278,dimenal.com.br:0,,,
00279,miespaciopilates.com:2,2011-08-08,,GODADDY.COM LLC
00275,0zz0.com:2,2004-03-18,YE,GODADDY.COM LLC
00282,croukwexdbyerr.net:0,,,
00277,petpleasers.ca:0,,,
00281,serciudadano.com.ar:0,,,
00284,two-of-us.at:0,,,
00263,narod.ru:0,,,RU-CENTER-RU
00259,makohela.tk:0,,,
00285,poffet.net:3,2000-04-15,CH,GANDI SAS
00283,panazan.ro:0,,,ROMARG SRL
00280,puenteaereo.info:2,2009-06-08,UY,GODADDY.COM LLC
00287,topdecornegocios.com.br:0,,,
00286,updatesdns.org:0,,,
00288,stailapoza.ro:0,,,
00294,markbruinink.nl:0,,,
00293,rr.nu:0,,,NUNAMES.NU
00296,msmu.ru:0,,,
00289,qualityindustrialcoatings.com:2,2011-04-01,,GODADDY.COM LLC
00291,x10.mx:0,,,GODADDY.COM
00297,parfumer.by:2,2012-01-14,,RELIABLE SOFTWARE LTD
00292,co.rs:0,,,
00299,www1.biz:5,2001-11-07,UNITED STATES,RETHEM HOSTING LLC
00295,perupuntocom.com:2,2004-03-27,,REGISTER.COM INC.
00298,vdh-rimbach.de:0,,,
00301,publiccasinoil.com:0,,,
00300,usa.cc:3,1997-10-11,US,NAMESILO LLC
00290,avrakougioumtzi.gr:0,,,
00302,stjohnsdryden.org:2,2008-06-22,US,GODADDY.COM LLC (R91-LROR)
00306,collecorvino.org:2,2003-04-24,US,DOMAIN.COM LLC (R1915-LROR)
00310,buckeyeenergyforum.com:0,,,
00309,ddns.name:0,,,ENOM INC.
00304,coolerpillow.com:2,2016-11-16,US,NAMEPAL.COM #8028 INC.
00307,dlevo.com:3,2009-01-29,,DOMAIN.COM LLC
00311,azenergyforum.com:2,2009-06-05,,GODADDY.COM LLC
00313,lyzgs.com:2,2011-06-13,,XIN NET TECHNOLOGY CORPORATION
00308,milleniumpapelaria.com.br:0,,,
00315,e-why.net:4,2009-01-27,,MYDOMAIN INC.
00305,androidislamic.com:2,2012-11-08,HK,DOMAIN.COM LLC
00314,weboxmedia.by:2,2011-09-26,,OPEN CONTACT LTD
00318,2607.cn:0,,,
00312,upswings.net:2,2007-08-19,,1&1 INTERNET SE
00319,eventiduepuntozero.com:4,2009-04-17,,DOMAIN.COM LLC
00316,ukrfarms.com.ua:0,,,
00323,gravityexp.com:0,,,
00321,mlpoint.pt:0,,,
00324,newenergydata.info:2,2010-10-12,IT,REGISTER.IT SPA
00317,scrapping.cc:0,,,
00322,newenergydata.biz:4,2010-10-12,IT,DOMAIN.COM LLC
00320,estasiatica.com:4,2008-01-30,IT,DOMAIN.COM LLC
00326,pianetapollo.com:2,1998-06-05,,DOTREGISTRAR LLC.
00325,periziavela.com:0,,,
00327,wrathofshadows.net:0,,,
00328,coldstoragemn.com:0,,,
00330,nikolamireasa.com:5,2012-11-30,,ENOM INC.
00329,sspbaseball.org:2,2010-03-17,US,GODADDY.COM INC. (R91-LROR)
00303,bluepointmortgage.com:4,2011-09-06,US,DOMAIN.COM LLC
00334,mamaswishes.com:4,2012-01-02,,NAME.COM LLC
00332,hotelcesenaticobooking.info:2,2011-06-20,IT,GODADDY.COM LLC (R171-LRMS)
00335,bbnfaces.net:4,2012-06-26,,NAME.COM INC.
00331,dnset.com:5,2005-11-21,US,RETHEM HOSTING LLC  SPECIALIZING IN DDOS MITIGATION AND ATTACK RESILIENCE
00338,whereinpuglia.com:2,2005-05-27,,DOMAIN.COM LLC
00337,whereintrentinoaltoadige.com:2,2006-01-30,,DOMAIN.COM LLC
00339,whereinsicilia.com:2,2006-01-30,,DOMAIN.COM LLC
00333,bbnface.com:4,2012-06-26,NG,NAME.COM INC.
00341,whereinsardegna.com:2,2006-01-30,IT,DOMAIN.COM LLC
00336,whereintoscana.com:2,2006-01-30,,DOMAIN.COM LLC
00342,whereinmolise.com:2,2006-01-30,IT,DOMAIN.COM LLC
00347,whereinitaly.com:1,2002-05-09,,DOTREGISTRAR LLC.
00345,whereinlazio.com:2,2005-05-27,,DOMAIN.COM LLC
00346,whereinlombardy.com:2,2006-01-30,,DOMAIN.COM LLC
00343,whereinpiemonte.com:2,2006-01-30,,DOTREGISTRAR LLC.
00349,bbnsmsgateway.com:4,2012-07-27,NG,NAME.COM INC.
00344,whereinmilan.com:2,2005-05-27,IT,DOMAIN.COM LLC
00350,port.bg:0,,,
00355,cwmgaming.com:2,2014-09-12,,REGTIME LTD.
00348,whereinsicily.com:2,2005-05-27,,DOMAIN.COM LLC
00354,0uk.net:2,2012-03-19,CN,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00352,videoflyover.com:5,2011-09-17,,ENOM INC.
00353,quinnwealth.com:2,2012-04-04,,GODADDY.COM LLC
00340,whereinliguria.com:2,2006-01-30,,DOTREGISTRAR LLC.
00357,hc0.me:0,,,
00362,slayerlife.com:2,2013-02-20,,BIZCN.COM INC.
00363,mycleanpc.tk:0,,,
00361,offerent.com:2,2004-11-02,,DATTATEC.COM SRL
00358,skydivesolutions.be:0,,,
00359,avirasecureserver.com:2,2013-01-04,SC,PSI-USA INC. DBA DOMAIN ROBOT
00351,webordermanager.com:5,2007-04-20,,ENOM INC.
00366,daspar.net:2,2010-12-08,,INTERNETWORX LTD. & CO. KG
00367,totszentmarton.hu:0,,,
00368,phpnet.us:5,2006-05-17,UNITED KINGDOM,NAMECHEAP INC.
00364,bjchun.com:2,2009-04-20,,HICHINA ZHICHENG TECHNOLOGY LTD.
00360,directxex.com:2,2012-07-17,US,ENOM INC.
00365,customsboysint.com:0,,,
00369,yougube.com:2,2005-12-22,BS,INTERNET DOMAIN SERVICE BS CORP.
00373,cholerik.cz:0,,,
00372,saglik.gov.tr:0,,,
00374,rooversadvocatuur.nl:0,,,
00371,youtibe.com:2,2005-11-15,IN,TIRUPATI DOMAINS AND HOSTING PRIVATE LIMITED
00376,faddmr.com:4,2013-04-25,,GODADDY.COM LLC
00379,inigsplan.ru:0,,,RD-RU
00370,youtuhe.com:2,2007-06-07,US,EPIK INC.
00381,guyscards.com:2,2015-05-23,US,NAMEPANTHER.COM LLC
00380,mailboto.com:2,2008-02-16,US,GODADDY.COM LLC
00382,comcastbiz.net:2,2008-03-17,US,CSC CORPORATE DOMAINS INC.
00384,instruminahui.edu.ec:0,,,
00377,rebeccacella.com:2,2005-05-23,,1 & 1 INTERNET AG
00387,eliehabib.com:3,2007-10-24,CA,GODADDY.COM LLC
00386,nutnet.ir:0,,,
00378,lowes-pianos-and-organs.com:2,2005-01-03,,PLANETDOMAIN PTY LTD.
00356,lamarianella.info:4,2010-12-23,IT,NAME.COM LLC
00388,kipasdenim.com:2,2003-11-13,TR,TUCOWS INC.
00389,praxisww.com:2,2004-04-25,,DOMAINREGISTRY.COM INC.
00391,saemark.is:0,,,
00392,vitamasaz.pl:0,,,
00390,romvarimarton.hu:0,,,
00396,joomlalivechat.com:2,2008-12-30,IN,GODADDY.COM LLC
00393,coloritpak.by:2,2011-08-03,,RELIABLE SOFTWARE LTD
00397,litra.com.mk:0,,,
00383,t-online.de:0,,,
00398,over50datingservices.com:2,2009-11-09,,WEBFUSION LTD.
00395,hausnet.ru:0,,,
00399,wyroki.eu:0,,,
00402,highflyingfood.com:2,2012-02-07,,WEBFUSION LTD.
00400,manoske.com:2,2009-02-05,,WILD WEST DOMAINS LLC
00375,malest.com:2,2013-06-25,HK,VAUTRON RECHENZENTRUM AG
00404,luggage-tv.com:2,2017-06-11,US,DEVILDOGDOMAINS.COM LLC
00403,windspotter.net:2,2012-04-26,,GODADDY.COM LLC
00401,mmile.com:0,2009-10-26,GB,1&1 INTERNET SE
00407,kapcotool.com:1,2003-11-12,,GODADDY.COM LLC
00408,by98.com:2,2003-01-23,JP,GMO INTERNET INC.
00405,luggagepreview.com:0,,,
00410,japanesevehicles.us:3,2007-09-13,PAKISTAN,ENOM INC.
00411,teameda.net:2,2013-01-23,US,DOMAINPEOPLE INC.
00413,bluecutsystem.com:2,2011-02-04,,ENOM INC.
00406,luggagecast.com:0,,,
00414,generalchemicalsupply.com:2,2010-01-14,US,ENOM INC.
00394,fasadobygg.com:2,2011-02-24,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00412,moviedownloader.net:2,2011-06-23,RO,GODADDY.COM LLC
00416,morenews3.net:2,2012-01-13,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00415,cofeb13east.com:4,2013-01-10,,GODADDY.COM LLC
00418,tecslide.com:2,2013-01-04,,CLOUD GROUP LIMITED
00420,bizzibeans.net:2,2006-11-03,,PLANETDOMAIN PTY LTD.
00423,blueimagen.com:2,2014-03-05,,DYNADOT LLC
00409,getfond.info:2,2014-12-15,CN,GODADDY.COM LLC
00417,gredinatib.org:2,2012-04-05,AU,DIRECTI INTERNET SOLUTIONS PVT. LTD. D/B/A PUBLICDOMAINREGISTRY.COM (R27-LROR)
00422,orgfree.com:2,2005-01-28,NL,NETEARTH ONE INC.
00419,slivki.com.ua:0,,,
00424,silurian.cn:0,,,
00421,kids-fashion.dk:0,,,
00426,bride1.com:2,2005-04-01,US,GODADDY.COM LLC
00425,lostartofbeingadame.com:2,2010-09-20,,GODADDY.COM LLC
00427,h5841.com:2,2013-12-07,,BIZCN.COM INC.
00385,extra-web.cz:0,,,
00428,z7752.com:0,,,
00430,trahic.ru:0,,,
00433,helpyourselfinstall.info:0,,,
00434,twobox4addon.info:0,,,
00432,brandnewinstall.info:0,,,
00435,adduraddonhere.info:0,,,
00429,mobatory.com:2,2016-07-17,US,ENOM INC.
00436,boxinstallercompany.info:2,2013-04-28,US,WILD WEST DOMAINS LLC (R213-LRMS)
00437,feiyang163.com:2,2010-04-05,,GODADDY.COM INC.
00440,gouwuke.cn:2,,,É˜¿É‡ŒÅ·´Å·´É€ŠÄ¿¡ÆŠ€ÆŒ¯Ï¼ˆÅŒ—Äº¬Ï¼‰ÆŒ‰É™Å…¬Å¸Ï¼ˆÅŽŸÄ¸‡Ç½‘Ï¼‰
00441,guangsu.cn:2,,,ÅŽ¦É—¨Æ˜“ÅÇ§‘ÆŠ€ÆŒ‰É™Å…¬Å¸Ï¼ˆÅŽŸÅŽ¦É—¨Æ˜“ÅÇ½‘Ç»ŒÇ§‘ÆŠ€ÆŒ‰É™Å…¬Å¸Ï¼‰
00443,d.free.fr:0,,,
00445,thefxarchive.com:2,2008-05-08,,DOMAINPEOPLE INC.
00442,sj88.com:2,2004-12-01,CN,1527
00438,kuai8.com:2,2009-02-20,US,GODADDY.COM LLC
00444,grandcloud.cn:3,,,ÅŒ—Äº¬Æ–°Ç½‘Æ•°Ç Ä¿¡Æ¯ÆŠ€ÆŒ¯ÆŒ‰É™Å…¬Å¸
00439,unadnet.com.cn:2,,,????????????
00446,formessengers.com:0,2005-05-04,,GODADDY.COM INC.
00448,56.com:4,1998-07-14,CN,MARKMONITOR INC.
00449,ttrili.com:2,2013-09-05,CN,MONIKER ONLINE SERVICES LLC
00447,microsword.net:2,2005-01-09,,BIZCN.COM INC.
00450,gj555.net:2,2013-08-14,,XIN NET TECHNOLOGY CORPORATION
00451,dsnetwb.com:2,2007-09-08,US,GODADDY.COM LLC
00455,valouweeigenaren.nl:0,,,
00458,updo.nl:0,,,
00454,aippnetworks.com:2,2007-10-03,,KEY-SYSTEMS GMBH
00457,rocksresort.com.au:2,,,
00456,news4cars.com:2,2013-07-03,,GODADDY.COM LLC
00459,tbddlw.com:2,2014-01-07,,SOLUCIONES CORPORATIVAS IPSLU
00453,zatzy.com:4,1998-04-25,,PSI-USA INC. DBA DOMAIN ROBOT
00461,keyways.pt:0,,,
00460,yumekin.com:2,2006-10-20,,PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM
00465,nestorconsulting.net:0,,,
00462,lccl.org.uk:0,,,
00466,portraitphotographygroup.com:2,2010-10-31,,LAUNCHPAD.COM INC.
