com,0,18.0,18,0.0,0,bad
com.au,0,9.0,9,0.0,0,bad
com,0,14.0,14,0.0,0,bad
net,0,9.0,9,0.0,0,bad
net,0,17.0,17,0.0,0,bad
com,0,12.0,12,0.0,0,bad
com,0,10.0,10,0.0,0,bad
hk,0,3.0,3,0.0,0,bad
us,0,11.0,11,5.666666666666667,7,bad
com,0,4.5,6,0.0,0,bad
info,0,5.0,5,0.0,0,bad
de,0,6.5,7,6.875,13,bad
ma,1,5.0,8,4.0,6,bad
com,0,3.0,4,0.0,0,bad
net,0,6.0,6,5.333333333333333,7,bad
com,0,7.0,7,0.0,0,bad
com,1,8.5,12,0.0,0,bad
com,0,11.0,11,0.0,0,bad
ru,1,7.0,11,3.6666666666666665,5,bad
com,0,9.5,13,0.0,0,bad
pl,1,7.5,9,5.0,7,bad
com,0,9.0,9,0.0,0,bad
com,0,4.0,4,0.0,0,bad
com,1,7.666666666666667,9,3.0,3,bad
vg,0,6.0,6,2.5,3,bad
com,0,15.0,15,0.0,0,bad
com,0,13.0,13,0.0,0,bad
com,0,9.0,9,0.0,0,bad
cz,0,11.0,11,0.0,0,bad
net,0,14.0,14,0.0,0,bad
cz,0,7.0,7,0.0,0,bad
org,0,6.0,6,3.0,3,bad
com,0,7.333333333333333,9,0.0,0,bad
cz,0,13.0,13,0.0,0,bad
info,0,6.0,6,0.0,0,bad
org,0,8.5,12,0.0,0,bad
cz,0,15.0,15,0.0,0,bad
net,0,5.5,9,0.0,0,bad
cz,0,6.5,7,0.0,0,bad
info,1,6.5,7,0.0,0,bad
com,0,6.0,6,0.0,0,bad
com,0,8.0,8,0.0,0,bad
net,1,7.0,9,3.5,4,bad
ws,0,7.0,8,2.5,5,bad
com,0,12.0,12,0.0,0,bad
com,0,6.0,6,0.0,0,bad
ru,0,7.0,7,0.0,0,bad
com,0,14.0,14,3.0,4,bad
com,0,17.0,17,0.0,0,bad
sk,1,3.5,4,0.0,0,bad
com,0,9.0,9,0.0,0,bad
com,0,11.0,11,0.0,0,bad
info,0,10.0,10,0.0,0,bad
info,0,10.0,10,0.0,0,bad
info,0,10.0,10,0.0,0,bad
info,0,11.0,11,0.0,0,bad
info,0,9.0,9,0.0,0,bad
info,0,9.0,9,0.0,0,bad
info,0,10.0,10,0.0,0,bad
info,0,12.0,12,0.0,0,bad
info,0,9.0,9,0.0,0,bad
info,0,9.0,9,0.0,0,bad
net,0,18.0,18,0.0,0,bad
com,0,14.0,14,0.0,0,bad
org,0,6.0,6,0.0,0,bad
com,0,17.0,17,0.0,0,bad
ru,0,7.0,7,2.5,5,bad
ru,0,5.0,5,0.0,0,bad
com,0,6.0,6,5.0,8,bad
com,0,14.0,14,0.0,0,bad
