com,1,4.0,5,0.0,0,good
com,1,4.0,5,8.5,13,good
com,1,4.0,5,9.333333333333334,13,good
com,1,4.0,5,7.0,13,good
com,1,4.0,5,7.5,13,good
com,1,4.0,5,8.75,13,good
com,1,4.0,5,7.25,13,good
com,1,4.0,5,7.333333333333333,13,good
com,1,4.0,5,7.0,9,good
com,1,4.0,5,7.666666666666667,11,good
com,1,4.0,5,6.666666666666667,8,good
com,1,4.0,5,6.666666666666667,8,good
com,1,4.0,5,7.0,10,good
com,1,4.0,5,7.333333333333333,13,good
com,1,4.0,5,7.75,13,good
com,1,4.0,5,6.333333333333333,10,good
com,1,4.0,5,6.0,9,good
com,1,4.0,5,6.666666666666667,11,good
com,1,4.0,5,5.5,9,good
com,1,4.0,5,7.0,10,good
com,1,4.0,5,5.4,10,good
com,1,4.0,5,6.6,10,good
com,1,4.0,5,6.2,9,good
com,1,4.0,5,6.166666666666667,9,good
com,1,4.0,5,6.5,9,good
com,1,4.0,5,7.0,10,good
com,1,4.0,5,6.8,11,good
com,1,4.0,5,6.0,9,good
com,1,4.0,5,6.75,10,good
com,1,6.0,7,1.3333333333333333,2,good
com,1,6.0,7,3.625,5,good
com,1,6.0,7,4.571428571428571,8,good
com,1,6.0,7,3.857142857142857,6,good
com,1,5.0,5,6.0,8,good
com,1,6.0,7,4.0,7,good
com,1,6.0,7,3.75,7,good
com,1,6.0,7,4.0,7,good
com,1,6.0,7,3.0,4,good
com,1,6.0,7,4.142857142857143,7,good
com,1,6.0,7,4.625,7,good
com,1,6.0,7,4.6,7,good
com,1,4.0,5,7.0,10,good
com,1,4.0,5,8.333333333333334,13,good
com,1,4.0,5,6.0,8,good
com,1,4.0,5,7.0,10,good
com,1,4.0,5,10.0,16,good
com,1,4.0,5,7.571428571428571,12,good
com,1,4.0,5,7.0,9,good
com,1,5.0,5,5.5,7,good
com,1,5.5,6,7.0,7,good
com,1,5.0,5,5.5,7,good
com,1,4.0,5,6.5,9,good
com,1,5.0,5,0.0,0,good
com,1,5.0,5,6.0,6,good
com,1,4.0,5,8.5,13,good
com,1,4.0,5,7.0,13,good
com,1,4.0,5,9.333333333333334,13,good
com,1,4.0,5,8.333333333333334,13,good
com,1,4.0,5,7.333333333333333,13,good
com,1,4.0,5,6.333333333333333,10,good
com,2,6.333333333333333,10,10.0,18,good
com,1,6.0,7,4.4,7,good
com,1,6.0,7,4.166666666666667,8,good
com,1,4.0,5,6.5,9,good
com,1,4.0,5,3.0,6,good
com,1,4.0,5,5.5,11,good
com,1,4.0,5,1.5,3,good
com,1,4.0,5,4.5,9,good
com,1,4.0,5,8.5,13,good
com,1,4.0,5,6.333333333333333,10,good
com,1,6.0,7,1.3333333333333333,2,good
com,1,4.0,5,6.5,8,good
com,1,4.0,5,6.25,8,good
com,1,4.0,5,6.333333333333333,8,good
com,1,5.0,5,6.5,13,good
com,1,5.0,5,6.5,13,good
com,1,5.5,6,0.0,0,good
net,0,7.0,7,0.0,0,good
com,0,3.0,3,0.0,0,good
com,1,5.0,5,8.0,16,good
com,1,3.0,3,0.0,0,good
com,1,5.0,5,6.5,13,good
io,1,4.0,5,0.0,0,good
com,1,4.5,5,3.6666666666666665,6,good
com,1,5.5,8,5.0,5,good
com,0,7.0,7,5.0,5,good
com,1,5.5,8,6.0,7,good
com,1,6.0,9,2.5,5,good
com,1,5.0,5,5.5,7,good
com,1,5.0,5,4.5,5,good
com,1,5.5,6,7.0,7,good
com,1,4.0,5,5.25,7,good
com,1,5.0,5,6.333333333333333,8,good
org,0,9.0,9,0.0,0,good
org,0,9.0,9,4.0,8,good
org,0,9.0,9,3.0,6,good
org,0,9.0,9,3.5,7,good
org,0,9.0,9,3.0,6,good
org,0,9.0,9,3.5,7,good
org,1,7.0,9,4.0,4,good
org,1,6.5,9,0.0,0,good
org,0,9.0,9,2.5,5,good
org,0,9.0,9,2.0,4,good
org,0,9.0,9,3.5,7,good
org,0,9.0,9,4.0,8,good
org,0,9.0,9,3.0,5,good
org,0,9.0,9,3.0,5,good
org,1,9.0,9,0.0,0,good
org,0,9.0,9,3.8333333333333335,8,good
org,0,9.0,9,7.0,13,good
org,0,9.0,9,4.8,8,good
net,1,6.5,9,0.0,0,good
org,1,7.0,9,0.0,0,good
org,0,9.0,9,2.5,5,good
org,1,7.5,8,0.0,0,good
tv,0,9.0,9,0.0,0,good
org,0,10.0,10,0.0,0,good
org,0,7.0,7,0.0,0,good
com,0,9.0,9,0.0,0,good
tt,0,2.0,2,0.0,0,good
