tld,dot_num,avg_host,max_host,avg_path,max_path,class
com,1,5.0,5,6.785714285714286,15,good
com.br,0,3.0,3,5.0,11,bad
hr,1,6.666666666666667,11,0.0,0,good
com.br,1,5.0,7,6.0,6,bad
pl,1,7.5,8,11.25,32,bad
no,1,4.5,6,5.0,6,good
com.au,1,8.5,14,6.0,6,good
net,1,4.5,6,0.5,1,good
tips,1,6.0,9,3.6666666666666665,4,bad
il,2,3.6666666666666665,6,6.0,7,good
com,1,6.0,9,3.6666666666666665,7,good
in,0,15.0,15,1.0,2,bad
com,1,2.5,3,7.666666666666667,10,good
org,1,4.666666666666667,9,11.0,18,good
org,1,6.5,10,4.0,5,good
de,1,6.0,12,5.6,12,bad
org,1,5.5,9,4.0,4,good
org,1,6.0,9,5.333333333333333,7,good
com,1,7.5,12,4.3125,9,good
net,0,8.0,8,7.0,7,bad
org,1,6.0,10,5.5,7,good
com,1,5.0,7,4.714285714285714,7,good
com,5,5.0,12,12.5,21,bad
org,1,5.5,9,3.5,4,good
org,1,6.0,9,5.0,6,good
gov.sg,1,5.5,8,4.0,7,good
org,1,7.0,9,5.142857142857143,9,good
com,1,5.0,7,4.333333333333333,6,good
com,1,5.0,6,2.0,2,bad
org.nz,1,4.0,5,5.0,7,good
org,1,3.0,3,6.0,8,good
com,2,7.75,13,5.333333333333333,7,good
uk,1,4.0,6,6.0,11,bad
org,1,6.0,9,5.0,6,good
info,0,5.0,5,5.5,9,bad
ru,0,14.0,14,7.0,7,bad
za,2,4.0,5,3.5,6,good
ir,2,3.0,4,4.0,5,good
com,0,6.0,8,5.25,10,bad
com,0,11.0,11,3.0,7,bad
org,1,6.5,10,3.7142857142857144,8,good
zw,2,4.0,8,3.0,6,good
com,1,6.5,10,5.916666666666667,9,good
com,0,15.0,15,5.666666666666667,10,bad
org,0,8.0,8,5.5,10,good
edu,2,4.0,6,3.5,6,good
edu,1,5.0,5,3.5,6,good
com,1,8.0,13,3.7,10,good
org,1,6.0,9,6.0,8,good
com,0,11.0,11,5.5,9,bad
net,0,10.0,10,0.0,0,bad
com,0,20.0,20,6.2,9,bad
com,0,10.0,10,6.0,6,bad
com,0,13.0,13,8.0,8,bad
org,1,5.5,9,4.0,4,good
eu,0,5.0,5,5.0,6,bad
com,1,7.5,12,7.0,10,good
nz,2,6.0,13,0.0,0,bad
th,2,2.6666666666666665,3,7.111111111111111,16,good
com,1,4.5,6,5.428571428571429,8,good
us,0,12.0,12,4.333333333333333,7,bad
com,0,14.0,14,14.0,14,bad
com,0,22.0,22,5.0,7,bad
com.pk,1,7.0,11,3.0,5,good
ru,1,5.0,7,6.0,14,good
com,1,11.0,19,5.0,7,good
edu,1,6.0,7,0.5,1,good
com,0,13.0,13,5.0,5,bad
org,1,6.0,9,4.0,4,good
com,1,11.0,15,5.0,7,good
com,0,6.5,8,4.25,5,bad
org,1,6.0,9,25.666666666666668,37,good
com,0,9.0,9,8.0,8,bad
com,0,7.0,7,3.5,7,bad
org,1,5.5,9,23.0,42,good
com,1,4.0,5,5.555555555555555,8,good
gov.uk,1,12.5,16,4.666666666666667,7,good
org,1,4.5,6,0.0,0,good
eu,0,9.0,9,5.25,6,bad
org,1,5.5,9,5.0,6,good
by,0,7.0,7,3.0,7,good
gov.au,1,3.5,4,3.875,10,good
edu.tw,1,4.0,4,4.75,6,good
com.tw,1,5.5,6,4.25,6,good
com,1,7.5,12,6.75,13,good
xyz,0,7.0,7,11.0,11,bad
org,1,7.5,9,5.5,7,good
gov,1,5.0,6,4.461538461538462,9,good
com,1,13.0,23,4.0,5,good
org,1,4.5,6,6.25,9,good
com,1,5.5,8,9.333333333333334,15,bad
nl,1,3.6666666666666665,4,10.0,16,good
com,1,6.5,10,6.0,10,good
com,0,14.0,14,3.0,6,bad
net,1,6.0,9,4.4375,9,good
com,1,4.0,5,5.0,7,good
com,0,10.0,10,3.5,7,bad
org,1,7.5,12,5.5,11,good
com,1,12.5,22,7.5,13,good
uk,1,8.0,14,4.8,7,bad
fr,1,4.5,6,4.153846153846154,9,good
org,0,11.0,11,8.0,8,bad
net,1,7.0,10,0.0,0,bad
com.np,0,11.0,11,3.25,7,bad
com,1,8.5,13,5.928571428571429,9,good
org,1,5.0,6,6.0,6,good
org,1,3.6666666666666665,6,5.0,7,good
info,0,4.5,6,2.5,5,bad
ca,2,6.0,11,7.533333333333333,15,good
work,0,6.0,6,0.0,0,bad
org,1,5.5,9,39.285714285714285,84,good
com,1,8.0,12,4.5,5,good
fr,0,3.0,3,6.666666666666667,10,bad
org,1,3.0,3,4.555555555555555,8,good
com,1,6.0,9,5.285714285714286,9,good
net,0,5.0,5,4.666666666666667,6,bad
ru,0,13.0,13,4.333333333333333,5,bad
biz,0,9.0,9,5.333333333333333,7,bad
org,1,5.5,8,4.333333333333333,7,good
org,1,5.5,9,24.5,45,good
com,1,12.5,17,6.0,11,bad
net,2,7.666666666666667,12,7.5,12,good
com,0,15.0,15,4.5,7,bad
com,1,3.5,4,4.0,4,good
com,1,10.0,13,6.0,6,good
gov.uk,1,4.0,5,5.571428571428571,9,good
us,2,3.0,4,0.0,0,good
com,1,6.5,10,4.384615384615385,7,good
uk,3,3.5,6,5.5,6,good
uk,3,6.0,10,0.5,1,good
gov,1,3.0,4,7.0,13,good
com,1,7.0,11,4.111111111111111,9,good
org,1,6.0,9,4.5,5,good
org,1,6.0,9,6.5,8,good
edu,1,8.0,12,9.5,13,good
gov,1,5.0,7,4.8,7,good
gov.al,0,12.0,12,4.875,13,bad
pt,0,10.0,10,10.0,32,bad
com,1,8.5,14,4.5,13,good
com,1,8.5,14,4.823529411764706,13,good
org,1,5.5,9,33.5,63,good
com.br,0,14.0,14,4.333333333333333,6,bad
net,0,5.0,5,6.0,16,bad
online,0,5.5,6,5.0,13,bad
com,0,13.0,13,6.0,19,bad
org,1,12.0,21,5.333333333333333,8,good
it,1,10.0,17,8.0,8,bad
us,3,3.75,6,3.5,6,good
com,1,4.5,8,4.666666666666667,7,good
com,0,14.0,14,6.25,10,bad
com,1,4.5,6,3.0,4,good
com.br,0,18.0,18,2.4,5,bad
com,0,10.0,10,7.285714285714286,32,bad
ru,1,4.666666666666667,7,4.25,6,good
nu,1,5.0,7,4.714285714285714,8,good
com,1,7.5,9,5.25,10,good
org,1,12.5,22,11.2,36,good
com,0,7.0,7,4.6,6,bad
net,1,4.5,6,0.5,1,good
ca,0,9.0,9,11.333333333333334,32,bad
org,1,5.5,9,5.5,7,good
com,1,12.0,21,6.222222222222222,9,good
edu,2,6.333333333333333,8,3.75,6,good
com,1,3.5,4,4.666666666666667,9,good
com,0,12.0,12,2.0,4,bad
com,0,4.0,4,7.5,8,good
org,1,5.5,9,25.333333333333332,42,good
com.br,0,10.0,10,4.75,8,bad
gov,1,5.0,5,7.4,12,good
com,1,4.5,5,6.0,12,good
ru,1,5.5,8,9.0,9,good
com,1,8.5,12,5.8,8,good
gov.tn,1,5.666666666666667,7,0.0,0,good
com,1,9.0,11,5.2,13,good
ca,2,4.666666666666667,7,4.875,8,good
com,1,7.5,12,6.1,10,good
org,2,4.0,9,3.0,5,good
org,1,6.0,9,14.5,25,good
com,0,7.0,7,4.8,10,good
lv,1,9.0,15,4.0,5,good
org,1,5.5,9,2.0,4,good
com,1,7.0,7,4.428571428571429,6,bad
com,0,7.0,7,3.3333333333333335,6,bad
net,2,6.0,10,5.0,7,good
edu.au,1,5.0,7,3.5,6,good
com,0,15.0,15,4.4,6,bad
com,1,5.5,8,7.25,14,good
pw,0,5.0,5,1.0,1,bad
it,0,20.0,20,5.833333333333333,14,bad
com,1,4.0,5,5.05,10,good
ru,1,3.5,4,5.529411764705882,13,good
com,1,6.5,10,3.0,6,good
org,1,7.0,9,3.0,6,good
com,1,5.5,8,3.5,4,good
fi,1,7.0,9,4.5,9,good
gov,1,3.5,4,10.0,10,good
com,1,8.0,13,6.0,8,good
org,1,17.5,24,6.333333333333333,10,bad
com,1,3.0,3,4.2,6,good
com,0,4.25,6,16.166666666666668,32,bad
ru,0,7.0,7,0.0,0,bad
org,2,4.0,9,3.0,5,good
com,0,18.0,18,4.0,5,bad
net,0,7.0,10,12.88888888888889,32,bad
com,1,5.5,8,0.0,0,good
org,1,5.5,6,0.0,0,bad
org,1,5.0,7,6.3125,14,good
com,0,5.0,6,0.0,0,bad
ca,3,2.75,3,6.5,12,good
com,1,6.0,9,5.75,7,good
gov,1,4.0,5,6.75,12,good
com,1,8.5,14,0.0,0,good
com,0,16.0,16,1.0,2,bad
edu,2,5.333333333333333,7,3.5,6,good
fi,0,6.0,6,4.5,9,bad
org,1,5.0,7,3.5,6,good
com,0,20.0,20,4.0,9,bad
ro,1,4.5,6,4.5,5,bad
com,0,9.0,9,2.0,2,bad
com,0,10.0,10,8.75,32,bad
org,1,2.5,3,3.75,6,good
ca,1,7.0,11,5.166666666666667,9,good
com,1,12.0,21,4.375,10,good
ca,1,15.5,22,4.333333333333333,6,good
com,0,18.0,18,5.0,8,bad
net,0,10.0,10,9.272727272727273,25,bad
com,0,10.0,10,6.666666666666667,10,bad
tn,1,7.333333333333333,11,3.6666666666666665,5,good
org,1,12.0,14,0.0,0,good
edu,2,3.3333333333333335,4,4.833333333333333,8,good
org,1,6.0,9,2.0,4,good
com,0,12.0,12,3.3333333333333335,5,bad
net,1,7.0,8,6.4,13,bad
com,1,7.5,9,3.0,8,good
com,0,10.0,10,2.6666666666666665,4,bad
com,1,10.0,12,8.0,11,bad
com.au,4,15.6,30,0.0,0,bad
edu,2,6.666666666666667,7,3.5,6,good
com,2,2.3333333333333335,3,5.75,8,good
com,1,8.0,13,3.5714285714285716,7,good
com,0,11.0,11,4.333333333333333,6,bad
com,3,13.0,45,22.5,45,bad
by,1,5.0,7,5.25,7,good
eu,0,6.0,6,0.0,0,good
lk,1,6.0,9,8.333333333333334,13,good
com,1,10.5,13,5.333333333333333,7,good
se,1,5.5,8,6.071428571428571,14,good
org,1,3.5,4,7.0,7,good
org,1,4.0,5,7.0,12,good
com,1,7.5,12,6.333333333333333,10,good
org.pe,0,5.0,5,3.75,9,bad
ch,2,3.3333333333333335,5,0.5,1,good
jp,2,3.6666666666666665,6,2.0,4,good
com,1,5.5,8,6.0,7,good
com,0,5.0,5,3.5,5,bad
org,1,5.5,9,8.666666666666666,18,good
gov,1,5.0,5,7.4,12,good
ca,1,12.0,16,3.727272727272727,7,bad
org,1,5.5,9,25.333333333333332,45,good
net,1,8.0,8,6.333333333333333,9,bad
com,1,7.0,7,6.0,8,good
com,1,8.5,14,10.0,10,good
org,2,4.0,9,3.0,5,good
biz,1,5.5,8,5.153846153846154,15,bad
org,0,8.0,8,6.25,10,bad
org,1,9.5,15,10.5,13,good
com,1,3.5,4,4.5,7,good
in,1,8.5,15,7.0,7,bad
edu,2,5.333333333333333,7,3.5,6,good
org,1,3.0,3,3.857142857142857,6,good
gov,1,4.5,6,5.2,11,good
in,0,5.0,5,3.6666666666666665,9,bad
fr,1,4.333333333333333,6,5.0,10,good
com,2,12.333333333333334,15,4.5,8,bad
com,0,6.5,7,4.5,9,bad
biz,0,9.0,10,3.6,5,bad
com,1,6.0,6,5.666666666666667,9,good
com,2,5.666666666666667,11,7.0,7,bad
org,1,5.5,9,5.5,7,good
com,0,15.0,15,4.333333333333333,9,bad
org,1,5.5,9,41.333333333333336,66,good
org,1,8.5,14,5.0,7,good
com.br,0,9.0,9,3.0,5,bad
org,0,6.0,6,4.75,8,bad
gov.au,2,4.0,6,5.333333333333333,7,good
com,0,12.0,12,7.0,7,bad
com,1,5.5,9,5.625,13,bad
com,0,19.0,19,5.4,10,bad
info,0,6.0,6,23.875,46,bad
ru,0,7.0,7,0.0,0,bad
com,1,2.5,3,5.75,8,good
edu.ph,2,4.333333333333333,7,0.0,0,good
org,1,6.0,9,33.5,63,good
com,0,13.0,13,6.0,6,bad
ru,1,3.0,3,5.333333333333333,8,good
edu.sd,1,3.0,3,0.0,0,good
com,1,9.5,11,2.0,4,bad
com,1,10.0,11,3.888888888888889,10,good
ca,0,9.0,9,3.0,4,bad
com,0,6.0,6,6.0,6,bad
com,0,6.0,6,6.0,6,bad
ca,1,4.5,5,9.5,17,good
ir,2,3.3333333333333335,4,3.0,6,good
org,1,6.0,9,8.666666666666666,13,good
uk,2,2.6666666666666665,3,5.75,8,good
edu,2,3.3333333333333335,4,9.428571428571429,15,good
ro,0,18.0,18,5.5,22,bad
eu,0,8.5,11,2.6666666666666665,5,bad
com.co,0,14.0,14,9.166666666666666,25,bad
ie,1,8.0,10,5.333333333333333,12,good
com,1,4.5,6,3.0,7,good
com,0,13.0,13,6.0,6,bad
biz,0,8.0,8,3.6666666666666665,8,bad
com,0,11.0,11,7.0,7,bad
com,1,6.0,9,4.0,7,good
org,1,5.5,9,7.0,10,good
za,2,3.6666666666666665,5,3.5,6,good
com,0,7.0,7,4.0,5,good
ru,1,5.5,8,9.8,36,good
com,0,13.0,13,10.0,32,bad
com,0,11.0,11,6.0,6,bad
br,1,6.0,9,5.666666666666667,8,bad
com,1,5.5,8,6.0,8,good
in,0,15.0,15,7.0,7,bad
uk,1,5.5,9,5.285714285714286,12,bad
net,1,5.0,7,7.0,13,good
com,4,10.5,39,0.0,0,bad
be,0,16.0,16,7.0,7,bad
edu,1,7.0,7,5.0,9,good
com,1,7.0,11,4.909090909090909,9,good
info,0,8.0,10,3.1666666666666665,5,bad
edu,2,4.333333333333333,7,5.0,8,good
se,0,6.0,7,15.0,32,bad
info,1,3.5,4,8.0,10,good
com,0,7.0,7,0.0,0,bad
com,0,7.0,7,10.0,10,bad
biz,1,7.0,11,10.0,10,bad
com,1,14.5,22,6.0,11,bad
com,1,10.0,13,6.0,6,good
com,1,6.5,7,5.0,8,good
org,1,5.5,9,5.5,7,good
org,1,5.5,9,5.5,7,good
dk,0,15.0,15,5.0,7,bad
net,1,7.0,8,5.809523809523809,13,bad
org,2,4.333333333333333,10,3.0,5,good
ca,1,4.0,5,5.25,8,good
de,1,6.5,9,4.0,9,good
org,1,8.0,9,11.0,18,good
com,0,8.0,8,3.0,6,bad
org,1,8.0,10,5.0,8,good
gov,2,3.3333333333333335,4,3.6666666666666665,4,good
ca,1,10.0,17,3.5,6,good
org,1,5.5,9,29.0,54,good
us,0,9.0,9,9.0,9,bad
com,1,7.0,11,7.0,9,good
info,0,8.0,8,10.0,10,bad
com,1,4.5,7,0.0,0,good
org,1,5.5,9,11.5,19,good
org,1,5.5,9,14.5,25,good
com,0,17.0,17,5.125,8,good
es,2,6.0,8,6.0,6,bad
com,1,14.333333333333334,22,0.0,0,bad
net,0,10.0,10,1.5,3,bad
com,0,10.0,10,4.666666666666667,7,bad
cn,1,4.0,4,3.8333333333333335,6,good
com,0,13.0,13,4.0,8,bad
com,0,15.0,15,3.75,6,bad
gov.lc,1,5.0,7,7.857142857142857,21,good
net,0,7.0,8,3.6666666666666665,5,bad
com,1,5.5,8,4.363636363636363,8,good
com,1,14.0,24,6.833333333333333,15,bad
uk,2,8.666666666666666,13,6.285714285714286,14,good
edu,1,5.5,6,5.0,9,good
info,0,11.0,11,4.333333333333333,6,bad
org,1,5.5,9,8.5,13,good
ca,2,5.0,7,5.666666666666667,7,good
eu,0,9.0,9,4.6,11,bad
de,2,5.25,9,1.75,3,good
com,0,8.0,8,5.666666666666667,7,bad
com.ua,1,9.0,15,3.8333333333333335,8,good
ca,1,11.5,20,4.5,6,good
org,1,5.5,9,6.5,9,good
net,1,12.5,21,3.6666666666666665,4,bad
com,0,8.0,8,10.666666666666666,16,bad
gov,1,4.0,5,5.0,7,good
org,1,5.5,9,4.0,4,good
com,0,11.0,11,6.0,9,bad
com,0,7.0,7,3.6666666666666665,6,bad
org,1,5.5,8,5.75,10,good
org,1,6.0,9,11.5,19,good
ca,1,5.0,7,6.666666666666667,12,good
info,0,8.0,8,0.0,0,bad
org,1,4.75,8,6.0,11,good
com,1,6.0,9,5.0,6,good
nc,1,3.5,4,7.142857142857143,15,good
org,0,6.0,6,8.0,8,bad
com,0,9.0,9,5.0,5,bad
com,0,15.0,15,6.2727272727272725,13,bad
org,1,10.5,17,5.0,11,good
com,1,6.0,9,4.125,7,good
com,1,4.0,5,0.0,0,good
com,1,3.5,4,6.666666666666667,9,good
org,1,7.5,12,5.2,7,good
org,1,5.0,9,10.0,16,good
ro,1,6.0,9,6.0,10,good
ru,0,11.0,11,3.5,4,bad
org,1,4.0,5,8.5,13,good
com,1,3.5,4,3.3333333333333335,5,good
com,0,22.0,22,6.0,11,bad
com,1,6.5,10,6.0,8,good
org,1,5.5,9,6.0,9,good
gq,0,12.0,12,78.0,78,bad
org,1,4.0,5,8.727272727272727,32,good
xyz,0,14.0,14,8.0,8,bad
com,2,3.6666666666666665,5,5.0,5,bad
com,0,9.0,9,2.875,7,bad
org,1,11.0,18,3.9166666666666665,9,good
ro,0,18.0,18,4.166666666666667,8,bad
org,1,7.5,12,7.0,10,good
gov.dm,1,5.5,8,4.6,8,good
xyz,0,17.0,17,4.0,6,bad
org,1,3.5,4,0.0,0,good
com,1,7.0,7,4.428571428571429,6,bad
gov,1,9.666666666666666,11,4.0,8,good
com,0,12.0,12,6.0,6,bad
in,0,18.0,18,4.285714285714286,8,bad
com,0,14.0,14,6.666666666666667,9,good
org,1,3.5,4,9.333333333333334,13,good
uk,2,3.6666666666666665,6,6.0,6,good
com,1,6.5,7,6.5,7,good
com,0,16.0,16,4.0,6,bad
org,1,5.5,9,42.5,81,good
org,1,6.0,10,21.375,66,good
org,1,6.0,10,8.5,13,good
ro,1,7.0,11,6.882352941176471,12,good
com,1,6.0,9,5.777777777777778,9,good
com,0,7.0,7,5.0,5,bad
us,0,17.0,17,4.222222222222222,8,good
org,1,7.0,11,3.9,8,good
com,1,6.0,9,4.4,7,good
com,0,9.0,9,3.3333333333333335,6,bad
com.au,0,11.0,11,8.0,8,bad
com.br,0,16.0,16,6.75,9,bad
com,0,11.0,11,4.4,7,bad
com,1,7.5,11,3.6666666666666665,5,bad
com,1,5.5,8,3.5,5,good
com,0,11.0,11,4.636363636363637,15,bad
org,1,6.0,9,9.0,14,good
com,1,9.0,15,2.6666666666666665,4,good
gov,1,3.0,3,0.0,0,good
org,0,8.0,8,5.4,10,bad
org,1,5.5,9,5.5,7,good
es,1,7.5,12,5.25,7,bad
org,1,5.5,8,4.0,4,good
fi,1,8.0,13,4.2,10,good
net,0,14.0,14,2.6666666666666665,5,bad
com,0,12.0,12,6.0,6,bad
work,0,14.0,14,5.333333333333333,7,bad
com,1,6.0,9,5.444444444444445,9,good
cl,0,13.0,13,4.0,7,bad
org,1,5.0,7,7.0,11,good
click,0,7.0,7,11.0,11,bad
org,2,4.0,9,3.0,5,good
com,1,7.0,11,7.666666666666667,10,good
ie,2,6.333333333333333,9,3.5,6,good
de,0,21.0,21,10.666666666666666,32,bad
org,1,5.5,9,10.5,17,good
uk,3,6.0,10,0.5,1,good
jp,1,7.0,7,3.25,8,good
edu,2,8.666666666666666,10,5.333333333333333,8,good
com,0,7.0,7,5.0,5,good
org,1,6.0,9,3.0,7,good
com,1,7.0,11,5.583333333333333,10,good
com,0,12.0,12,4.0,6,bad
com,1,9.0,15,6.769230769230769,12,good
edu,2,5.333333333333333,7,5.333333333333333,6,good
com,0,12.0,12,3.0,6,bad
com,1,6.5,10,5.666666666666667,8,good
in,2,5.666666666666667,8,6.0,6,bad
casa,0,5.0,5,0.0,0,bad
com,1,3.0,3,6.666666666666667,9,good
in,0,13.0,13,6.5,10,bad
info,1,13.5,23,6.0,6,bad
com,1,6.5,10,8.25,16,good
org,1,5.5,9,11.6,36,good
gov,3,3.5,4,7.5,15,good
org,1,9.0,10,6.0,6,good
jp,1,7.0,11,8.0,8,bad
org,1,5.0,9,4.0,4,good
com,1,4.5,6,4.166666666666667,6,good
us,0,16.0,16,5.666666666666667,9,bad
com,1,5.0,7,4.0,5,good
es,0,3.0,4,0.0,0,bad
uk,2,4.4,7,3.25,6,bad
org,1,5.5,9,7.0,10,good
com,1,7.5,12,3.4615384615384617,6,good
net,0,19.0,19,5.666666666666667,11,bad
com,1,7.0,9,6.25,9,good
jp,2,2.3333333333333335,3,5.666666666666667,8,good
org,1,3.0,3,5.25,7,good
org,1,6.5,7,5.2,7,good
tk,0,17.0,17,87.0,87,bad
org,1,6.0,9,3.3333333333333335,6,good
pl,0,8.0,8,4.666666666666667,6,bad
com,0,22.0,22,3.0,3,bad
com,1,3.0,3,4.833333333333333,8,good
pl,0,4.0,4,7.909090909090909,32,bad
org,1,7.5,12,4.0,4,good
org,0,9.0,9,0.0,0,good
net,0,9.0,9,5.5,8,good
org,1,5.5,7,4.5,9,good
org,1,7.0,11,5.0,11,good
org,1,5.5,9,6.0,8,good
ru,0,9.0,9,4.0,11,bad
hu,0,9.0,9,6.0,6,bad
com,1,10.0,17,7.666666666666667,10,good
net,1,7.5,10,4.25,6,bad
org,1,6.0,9,4.0,4,good
org,1,5.5,9,38.0,72,good
com,1,4.5,6,3.3333333333333335,6,good
xyz,0,7.0,7,4.0,6,bad
com,1,7.0,11,4.444444444444445,13,good
com,0,6.0,6,0.0,0,bad
nu,1,8.5,14,4.25,6,bad
com,1,5.666666666666667,9,6.0,9,good
com,0,12.0,12,5.5,11,bad
org,1,5.5,9,8.8,14,good
be,0,15.0,15,5.0,5,bad
com.pl,0,8.0,8,4.75,7,good
pl,0,12.0,12,6.6,10,bad
ru,0,11.0,11,4.0,5,bad
com,1,6.5,10,4.75,12,good
com,1,12.0,21,5.583333333333333,13,good
biz,0,23.0,23,7.0,11,bad
com,0,12.0,12,5.5,7,bad
com.br,0,8.0,8,4.666666666666667,7,bad
edu,2,2.6666666666666665,3,3.75,5,good
com,1,7.0,11,0.0,0,good
rs,0,11.0,11,8.0,13,bad
org,1,8.0,10,4.0,4,good
info,0,7.0,7,6.5,10,bad
com,0,13.0,13,6.6,14,bad
com,0,9.0,9,6.2,9,bad
com,1,7.0,9,10.0,11,good
jp,2,3.0,4,5.6,8,good
uk,2,5.0,7,3.5,6,good
org.br,0,12.0,12,4.2,7,bad
edu.au,2,5.0,7,3.5,6,good
com,1,8.5,9,4.666666666666667,12,good
org,1,5.5,9,13.0,22,good
com,0,13.0,13,8.5,32,bad
ca,2,5.666666666666667,7,3.5,6,good
rs,0,11.0,11,8.6,16,bad
ca,2,3.3333333333333335,4,3.5,6,good
com,0,9.0,9,2.5,5,bad
com.my,1,8.5,14,4.0,5,good
xyz,0,7.0,7,4.25,8,bad
net,0,10.0,10,5.666666666666667,9,good
info,0,6.0,6,6.0,6,bad
com,0,15.0,15,0.0,0,bad
ro,0,4.0,4,6.0,6,bad
uk,1,12.5,23,3.5714285714285716,6,bad
org,1,6.0,9,5.0,9,good
com,1,4.0,5,5.5,8,good
edu,2,4.0,6,1.0,1,good
org,1,5.5,9,6.0,8,good
cz,1,8.0,11,0.0,0,good
com,0,9.0,9,3.0,4,bad
net,0,8.0,8,7.0,9,good
org,1,8.5,12,6.333333333333333,10,good
com,1,7.0,9,7.0,12,good
ru,0,6.0,6,5.666666666666667,9,bad
fr,2,4.0,5,5.0,7,good
org,1,5.5,7,6.666666666666667,13,good
com,1,6.5,10,3.933333333333333,9,good
org,1,6.0,9,15.333333333333334,30,good
de,2,4.75,9,3.5,5,good
com,1,11.0,14,5.0,9,good
org,1,6.0,9,20.0,36,good
es,1,7.0,7,5.5,10,good
com.au,0,16.0,16,6.0,8,bad
no,1,3.0,4,3.0,3,good
xyz,1,7.5,12,0.0,0,bad
com,1,8.5,13,6.0,6,good
org,1,6.0,10,2.0,4,good
biz,0,13.0,13,4.25,8,bad
com,1,4.5,5,5.0,6,good
com,0,4.0,4,7.5,8,good
com.br,1,6.0,6,7.666666666666667,32,bad
com,1,4.333333333333333,6,5.5,8,good
org,1,5.5,9,13.0,24,good
org,1,10.0,13,7.666666666666667,13,good
win,0,9.0,9,4.0,5,bad
com,1,6.0,9,5.142857142857143,12,good
ru,0,3.0,3,6.6,9,good
nl,0,9.0,9,0.0,0,bad
gov,1,4.0,5,4.333333333333333,7,good
org,1,5.5,9,17.5,30,good
org,1,5.5,9,17.0,30,good
com,1,6.0,9,5.230769230769231,8,good
pl,1,5.5,7,5.5,8,bad
org,0,9.0,9,5.0,9,good
com,0,13.0,13,8.5,32,bad
ca,1,5.5,8,3.5,4,good
com,0,14.0,14,5.0,8,bad
org,1,5.0,7,2.6666666666666665,8,good
com,0,13.0,13,13.666666666666666,32,bad
ru,0,5.0,5,3.8333333333333335,8,good
com,0,20.0,20,5.833333333333333,9,bad
gov,2,3.6666666666666665,4,3.4444444444444446,7,good
org,1,5.5,9,10.666666666666666,19,good
ca,0,9.0,9,4.666666666666667,7,bad
com,1,10.0,17,6.714285714285714,10,good
il,1,5.5,9,27.571428571428573,48,good
org,1,5.5,9,3.0,5,good
org,1,4.666666666666667,9,4.0,4,good
ro,0,19.0,19,15.25,64,bad
net,1,3.5,4,5.461538461538462,17,good
md,0,4.0,4,5.0,11,bad
gov.mt,0,15.0,15,10.0,16,good
com,1,8.0,13,6.0,6,bad
org,1,2.5,3,3.3333333333333335,7,good
ca,0,9.0,9,5.0,7,bad
fr,1,4.5,6,6.285714285714286,12,good
org,1,6.0,9,3.0,5,good
ru,0,7.0,8,1.8,4,good
com,1,3.0,3,5.5,8,good
fi,1,6.5,8,6.0,6,good
no,1,3.0,4,3.0,3,good
org,1,5.5,9,2.6666666666666665,4,good
com,1,4.5,6,4.75,8,good
com,1,5.5,6,6.0,6,good
ca,2,5.666666666666667,7,5.5,6,good
com,1,5.0,8,4.0,5,good
ca,1,6.5,10,3.8333333333333335,6,good
uk,2,9.333333333333334,18,4.0,7,good
qa,1,3.0,3,6.166666666666667,12,good
com,2,7.333333333333333,9,4.2,7,good
org,2,4.0,9,3.0,5,good
org,1,7.0,9,3.0,6,good
org,0,12.0,12,5.142857142857143,10,good
com,0,12.0,12,4.375,8,bad
com,1,4.5,6,5.75,8,good
com,0,11.0,11,4.25,5,bad
edu.bd,0,12.0,12,3.5,4,bad
gov.au,2,7.333333333333333,16,4.333333333333333,6,good
gov,1,6.5,9,3.0,4,good
org,1,8.0,9,6.2,13,good
com.sg,0,7.0,7,5.5,11,bad
cz,1,4.0,5,5.076923076923077,11,good
org,1,6.0,9,42.5,81,good
com,0,15.0,15,4.7,8,bad
org,0,16.0,16,4.2,8,bad
org,1,5.0,8,8.0,13,good
pl,0,5.0,5,5.0,5,bad
net,0,9.0,9,5.0,5,bad
com,0,4.0,6,4.333333333333333,6,bad
uk,2,5.666666666666667,8,4.5,9,good
org,1,6.0,9,8.666666666666666,18,good
edu,1,4.5,5,4.333333333333333,6,good
org,0,23.0,23,3.0,6,good
ru,1,5.5,8,7.0,7,bad
org,1,4.5,7,4.666666666666667,10,good
com,1,10.0,16,7.0,20,bad
be,1,7.5,9,7.0,7,bad
com,1,3.5,5,8.0,11,good
com,1,7.0,11,5.8,17,good
org,1,6.0,9,11.0,18,good
com.au,0,13.0,13,8.0,8,bad
org,1,8.5,9,4.090909090909091,12,good
edu,1,4.5,6,5.5,6,good
com,0,12.0,12,5.333333333333333,8,bad
org,1,6.0,10,17.0,30,good
com,1,5.0,7,11.0,18,good
be,0,9.0,9,5.0,8,bad
mx,1,12.0,21,10.166666666666666,34,good
org,1,9.0,15,5.0,8,good
de,0,10.0,12,5.6,9,bad
com,0,9.0,9,8.0,8,bad
org,1,6.0,9,24.5,45,good
com,1,7.0,9,4.75,8,good
com,0,11.0,11,14.333333333333334,32,bad
com,1,5.5,8,5.0,7,good
com,0,12.0,12,5.0,5,bad
org,1,6.0,9,5.0,6,good
org,0,7.0,8,4.0,9,good
com,1,8.0,13,4.428571428571429,8,good
ru,1,3.0,3,3.125,4,good
com,0,8.0,8,10.0,32,bad
