tld,dot_num,avg_host,max_host,avg_path,max_path,class
edu,1,7.0,7,11.0,25,good
com,0,21.0,21,3.3333333333333335,9,bad
net,1,6.5,10,6.333333333333333,10,good
in,0,7.0,7,3.3333333333333335,4,bad
club,0,10.0,10,5.0,8,bad
org,1,5.5,8,6.0,6,good
gov,1,5.5,8,7.8,12,good
ae,0,17.0,17,4.0,5,bad
de,1,2.6666666666666665,3,1.75,3,good
com,0,7.0,7,6.0,6,bad
info,1,4.5,6,6.2,9,good
org,0,8.0,8,6.0,6,good
com.au,0,15.0,15,5.25,7,bad
com,0,17.0,17,5.0,5,bad
org,1,4.5,6,5.5,8,good
org,1,8.0,8,5.75,10,good
org,1,5.333333333333333,9,5.0,7,good
su,0,13.0,13,0.0,0,bad
net,0,21.0,21,4.0,4,good
gov,2,6.0,9,3.75,6,good
com,1,3.5,4,6.666666666666667,8,good
com,0,21.0,21,6.75,11,bad
ro,1,7.5,13,8.0,8,bad
org,1,5.5,9,23.0,42,good
com,1,7.5,13,3.8,8,good
ru,1,6.0,8,8.24,33,bad
org,2,4.0,9,3.0,5,good
com,0,7.0,7,11.25,32,bad
free.fr,0,20.0,20,5.5,8,good
org,1,6.0,10,7.5,11,good
org,1,5.5,9,7.0,10,good
com,1,3.0,3,5.75,8,good
com,1,7.5,12,0.0,0,good
org,1,9.5,11,6.0,6,good
com,1,7.5,12,4.5,6,bad
org,1,6.0,9,4.0,4,good
com,1,12.5,16,11.166666666666666,39,good
com,0,15.0,15,7.857142857142857,32,bad
com,0,4.0,4,6.0,9,good
com,0,11.0,11,5.0,8,bad
com,0,2.6666666666666665,6,8.222222222222221,32,bad
org,1,6.0,9,26.0,48,good
org,1,5.5,9,0.0,0,good
ru,0,4.0,4,2.3333333333333335,3,bad
org,1,6.0,9,5.333333333333333,8,good
com,2,7.666666666666667,17,7.0,7,bad
com,0,6.0,6,4.444444444444445,9,good
edu.au,2,5.0,7,3.5,6,good
net,1,5.0,6,25.0,47,good
gov.au,1,4.0,5,6.0,6,good
com,2,6.0,14,6.0,6,bad
org,0,3.0,3,6.0,6,good
org,1,6.0,9,0.0,0,good
org,1,6.0,10,6.666666666666667,12,good
com,0,14.0,14,5.0,8,bad
ru,0,12.0,12,3.5,4,bad
ao,1,6.0,10,4.5,7,bad
org,1,5.5,9,17.0,30,good
ru,0,8.0,8,5.4,9,bad
org,1,7.0,9,3.0,6,good
no,1,6.5,10,4.888888888888889,13,good
org,1,5.5,9,5.5,7,good
net,1,5.0,7,7.0,13,good
dk,1,2.5,3,9.4,14,good
com,1,4.5,6,4.2727272727272725,8,good
com,1,12.5,22,2.0,3,bad
ru,0,8.0,8,5.0,6,good
org,1,6.5,11,13.5,23,good
org,1,5.0,6,3.0,6,good
us,3,3.25,5,8.0,16,good
com.au,0,6.0,6,3.6666666666666665,7,bad
com,2,5.333333333333333,7,6.75,12,good
ru,1,7.0,11,8.090909090909092,32,good
org,2,4.666666666666667,9,3.0,5,good
edu,2,6.333333333333333,13,4.0,8,good
ca,2,5.0,9,3.6666666666666665,5,good
com,1,8.5,9,3.8125,8,good
biz,0,8.0,8,3.0,5,bad
org,0,10.0,10,9.0,17,good
com,1,8.0,8,5.0,5,bad
edu,1,10.5,12,5.0,7,good
com,0,2.5,4,7.0,7,bad
com,1,8.5,14,6.166666666666667,9,good
ru,1,9.5,12,3.6666666666666665,6,bad
com,1,6.0,6,9.666666666666666,13,good
gov,1,4.0,5,7.5,14,good
org,1,5.5,8,5.0,8,good
com,1,8.0,10,3.2857142857142856,4,good
pt,0,10.0,10,4.5,8,bad
ca,2,3.3333333333333335,4,3.625,8,good
com,0,7.0,7,1.0,2,bad
com,2,6.333333333333333,9,6.0,11,good
org,1,5.5,9,24.5,45,good
ru,1,6.5,9,0.0,0,good
biz,1,6.0,9,10.0,10,bad
edu,1,10.5,13,6.083333333333333,29,good
org,1,5.5,9,7.0,10,good
ee,1,5.5,8,8.166666666666666,9,good
uk,2,3.3333333333333335,5,4.5,5,good
gov,2,3.6666666666666665,5,7.8,12,good
org,1,8.0,9,11.0,18,good
uk,2,6.333333333333333,9,4.0,6,good
com,0,3.0,4,12.666666666666666,32,bad
org.pe,0,5.0,5,5.0625,12,bad
no,1,3.0,4,3.0,3,good
com,0,22.0,22,4.8,7,bad
org,1,5.5,9,48.0,108,good
com.co,1,10.0,12,12.0,19,good
com,0,7.0,7,12.0,12,bad
com,1,7.0,8,2.0,4,good
org,1,6.0,9,4.0,4,good
com,2,2.6666666666666665,3,5.75,8,good
com,1,7.5,11,0.0,0,bad
com,0,10.0,10,7.333333333333333,12,bad
org,1,7.0,8,6.0,6,good
uk,1,3.0,4,7.0,9,good
org,1,6.0,9,5.5,7,good
org,2,4.0,9,3.0,5,good
com,0,21.0,21,5.25,7,bad
com,2,4.333333333333333,7,9.0,9,bad
com,1,8.5,14,4.0,4,good
com,0,9.0,9,4.857142857142857,8,bad
com,1,3.5,4,4.666666666666667,8,good
ch,1,8.5,14,0.0,0,good
com,0,15.0,15,6.833333333333333,16,bad
gov,1,8.0,8,6.333333333333333,10,good
edu,1,7.5,8,3.0,6,good
com,0,24.0,24,4.0,5,bad
uk,1,4.5,7,18.0,32,bad
org,1,5.5,9,42.5,81,good
ru,1,6.5,10,5.625,14,good
gov.ph,1,5.0,7,5.0,7,good
ru,1,4.5,6,2.8333333333333335,5,good
com,1,5.0,7,4.0,6,good
gov,2,4.0,7,2.6,7,good
org,1,9.0,15,6.5,14,good
ca,2,5.666666666666667,8,2.8,6,good
com,1,5.0,6,2.3333333333333335,3,bad
ru,0,14.0,14,3.75,5,good
is,1,4.5,6,0.5,1,good
com,1,8.0,12,4.777777777777778,14,good
biz,0,8.0,8,7.0,7,bad
nu,1,7.5,12,8.75,13,good
com,0,16.0,16,9.0,32,bad
ru,1,4.5,6,3.5,6,good
com,0,10.0,10,8.0,8,bad
com,1,4.5,6,5.0,8,good
org,1,6.0,9,2.6666666666666665,4,good
com,0,5.0,7,5.0,6,bad
eu,0,9.0,9,12.0,12,good
org,0,9.0,9,0.0,0,bad
be,1,7.0,11,5.0,5,bad
be,2,3.6666666666666665,6,9.0,13,good
se,0,6.0,6,3.5,8,bad
biz,0,12.0,12,5.5,9,bad
com,0,10.0,10,5.857142857142857,12,bad
org,1,6.0,9,17.0,30,good
ru,0,10.0,10,6.0,6,bad
com,1,3.5,4,4.666666666666667,9,good
com,0,6.0,6,6.181818181818182,12,bad
org,1,6.0,9,15.5,27,good
edu,1,4.5,7,3.5,6,good
gov.tr,1,3.5,4,4.0,8,good
us,1,8.0,13,0.0,0,good
com,0,4.5,6,6.0,8,good
ru,1,8.5,10,6.5,10,bad
com,0,13.0,13,10.2,32,bad
com,0,18.0,18,7.0,7,bad
org,1,6.0,9,4.5,5,good
com,1,9.0,13,4.285714285714286,7,bad
org,1,3.5,4,5.0,6,good
com,1,5.5,6,5.857142857142857,8,good
fi,1,3.5,4,4.0,8,good
org,1,3.5,4,5.0,7,good
uk,1,6.5,11,6.0,6,bad
com,2,7.75,13,5.333333333333333,7,good
com,1,11.0,14,5.75,10,good
pl,0,5.5,6,4.0,5,good
net,1,12.0,14,8.0,27,bad
com,1,3.0,3,0.0,0,good
org,1,6.0,9,7.666666666666667,17,good
com,1,9.5,17,19.5,32,bad
com,0,12.0,12,2.6666666666666665,5,bad
org,1,5.5,9,6.5,9,good
cz,1,8.0,13,7.0,15,good
com,1,3.5,4,3.3636363636363638,5,good
net,1,6.5,10,5.333333333333333,9,good
in,0,14.0,14,3.6666666666666665,5,bad
dk,0,11.0,11,10.0,15,bad
org,1,5.5,9,4.0,4,good
org,1,6.0,9,12.333333333333334,24,good
gov,1,4.5,6,7.666666666666667,13,good
net,1,7.5,12,9.0,9,bad
biz,1,9.5,10,0.0,0,bad
org,1,7.0,9,5.0,9,good
com,1,12.5,16,3.75,11,good
org,1,5.5,9,3.0,4,good
com,1,4.5,7,9.25,14,good
com,1,3.0,3,5.75,8,good
org,1,5.5,9,9.5,15,good
edu.tr,2,5.666666666666667,7,3.5,6,good
gov,1,3.0,3,7.75,17,good
net,0,18.0,18,3.3333333333333335,4,bad
cat,1,5.0,7,1.5,3,good
com,0,17.0,17,4.0,8,bad
com,0,10.0,10,7.285714285714286,32,bad
net,1,7.5,12,4.0625,9,good
com,1,6.0,9,4.8,11,good
org,1,6.5,10,5.0,7,good
org,1,8.5,14,3.8,7,good
gov,3,4.25,7,8.0,8,good
ru,1,4.5,6,3.0,4,good
ru,1,3.0,3,4.0,8,good
com,1,6.5,10,8.0,8,bad
net,1,7.5,12,4.0,9,good
in,2,4.333333333333333,6,5.0,5,good
com,0,27.0,27,3.6666666666666665,6,bad
ca,1,5.5,6,3.5,6,good
tk,0,8.0,8,4.0,5,bad
org,1,5.5,9,0.0,0,good
com,1,9.0,9,3.75,6,good
org,1,17.5,24,6.333333333333333,10,bad
net,1,11.5,20,0.0,0,bad
org,1,5.0,9,4.0,4,good
work,0,17.0,17,3.6666666666666665,4,bad
com,1,6.5,8,5.5,6,good
ru,2,4.0,6,6.333333333333333,9,good
fr,1,8.333333333333334,15,5.8,15,good
ie,1,6.5,9,2.5,5,good
com,0,5.0,5,6.0,6,bad
org,1,5.5,9,5.5,7,good
ro,0,8.0,8,6.5,24,good
org,1,7.0,7,8.5,11,good
com,1,6.0,9,7.0,11,good
ru,1,7.5,10,3.75,6,bad
com,1,6.5,10,5.444444444444445,10,good
com,0,7.0,7,5.0,5,bad
org,1,7.5,12,6.2,10,good
org,1,5.5,9,7.0,10,good
edu,1,5.5,7,4.142857142857143,8,good
com,1,15.0,18,6.666666666666667,20,bad
org,1,7.5,11,6.5,10,good
com,0,9.0,9,5.2727272727272725,13,bad
com,1,8.5,14,4.0,8,good
ru,0,9.0,9,3.5,4,bad
ro,0,9.0,9,5.0,7,bad
com,1,6.0,7,1.0,2,good
ru,1,2.5,3,4.285714285714286,9,good
gov.tw,1,3.0,3,6.4,11,good
com,1,9.0,15,4.8,10,good
org,1,5.5,9,8.5,13,good
com,1,6.5,10,2.6666666666666665,5,bad
info,0,7.0,7,3.6666666666666665,10,bad
com,0,19.0,19,5.333333333333333,8,bad
org,1,5.5,9,0.0,0,good
biz,1,7.0,9,10.0,10,bad
fr,1,4.0,5,9.0,9,good
ru,0,5.5,7,7.666666666666667,10,bad
com,0,14.0,14,5.25,8,bad
org,1,5.5,9,3.6666666666666665,4,good
com,0,7.0,7,7.0,7,bad
org,1,6.0,9,6.0,10,good
com,1,6.0,9,14.0,14,good
ru,0,10.0,10,5.285714285714286,10,good
su,0,15.0,15,3.6666666666666665,5,bad
com,1,3.5,4,5.7,10,bad
org.pl,1,3.5,5,3.5,6,good
gov,1,8.5,9,6.333333333333333,10,good
fi,1,4.5,6,3.6666666666666665,10,good
ru,1,4.5,5,9.666666666666666,15,bad
edu,2,6.333333333333333,13,5.0,9,good
com,0,21.0,21,4.5,6,bad
info,0,10.0,10,5.0,8,bad
uk,1,9.5,17,9.166666666666666,32,bad
org,1,5.5,9,8.0,12,good
com,1,4.5,6,4.888888888888889,12,good
com,0,8.0,8,5.0,7,bad
org,1,4.5,7,7.0,11,good
com,0,8.0,8,4.5,5,bad
org,0,5.0,5,3.6666666666666665,4,good
org,0,7.0,7,4.333333333333333,7,good
com,1,6.0,7,1.0,2,good
org,1,5.5,9,4.0,4,good
org,1,7.0,11,6.0,7,good
com,1,11.0,15,7.0,7,bad
ws,1,10.0,12,3.6666666666666665,6,bad
com,2,5.666666666666667,11,4.461538461538462,11,good
org,1,6.0,9,4.333333333333333,5,good
org,1,5.666666666666667,9,62.5,121,good
com,0,15.0,15,3.5,4,bad
com,0,7.0,7,0.0,0,bad
com,1,4.666666666666667,7,5.5,7,good
edu,1,2.5,3,5.25,8,good
biz,1,4.333333333333333,6,3.6666666666666665,5,bad
edu,2,4.333333333333333,6,5.25,7,good
com,1,9.0,10,8.333333333333334,32,bad
org,0,13.0,13,6.142857142857143,11,good
org,1,5.5,9,10.0,22,good
gr,0,11.0,11,3.5,4,bad
us,0,9.0,9,3.4,8,bad
com,1,6.5,9,5.833333333333333,10,good
com,1,5.5,7,4.214285714285714,8,good
org,1,5.5,6,4.75,9,good
com,1,8.5,14,12.333333333333334,24,good
com,0,9.0,9,10.75,32,bad
org,1,5.5,9,4.0,4,good
ua,1,4.5,7,6.0,8,good
edu,2,6.0,12,5.5,6,good
org,1,7.0,9,3.5,6,good
com,0,11.0,11,5.285714285714286,10,bad
com.br,0,19.0,19,5.285714285714286,8,bad
org,1,5.0,9,10.0,16,good
ru,0,7.0,7,6.0,13,good
com,0,10.0,10,5.375,9,good
com,0,12.0,12,5.5,9,bad
cz,1,5.5,7,3.25,6,good
ke,1,9.0,16,6.5,14,bad
com,1,8.5,14,6.0,8,good
com,1,3.0,3,5.75,8,good
com,1,9.0,13,6.0,6,good
uk,2,4.5,7,3.5,6,good
com.au,0,16.0,16,6.333333333333333,8,bad
info,1,12.0,14,9.6,35,bad
ru,2,3.0,3,3.0,6,good
com,1,15.5,16,2.6666666666666665,3,bad
com,0,9.0,9,0.0,0,bad
com,1,7.5,8,4.333333333333333,9,good
com,1,5.0,7,5.2,8,good
org,0,11.0,11,2.3333333333333335,5,bad
com,0,8.0,8,0.0,0,bad
ca,0,11.0,11,3.6666666666666665,6,bad
biz,1,6.5,10,6.888888888888889,15,bad
net,1,8.5,14,7.142857142857143,13,good
org,2,4.0,9,3.0,5,good
com,1,2.5,3,25.5,43,good
pw,0,6.0,6,3.0,5,bad
uk,2,5.0,7,7.0,7,good
com,0,18.0,18,2.5714285714285716,9,bad
org,1,5.5,9,9.0,14,good
at,0,2.3333333333333335,3,3.3333333333333335,6,bad
ca,1,11.5,20,4.5,6,good
org,1,6.0,9,17.0,30,good
com,1,6.0,8,3.857142857142857,7,good
es,1,3.5,4,4.5,6,bad
edu,2,7.333333333333333,11,5.8,9,good
es,1,7.0,7,5.5,10,good
com,0,13.0,13,5.25,10,bad
org,1,4.0,5,5.571428571428571,8,bad
com.mt,1,6.5,10,4.769230769230769,8,good
com,1,7.5,12,8.0,14,good
edu,1,6.5,7,3.0,6,good
com,0,11.0,11,4.0,5,bad
edu,2,6.333333333333333,7,3.5,6,good
org,1,5.5,9,4.0,4,good
net,1,5.5,6,6.0,6,bad
com,0,12.0,12,3.0,3,bad
ma,0,11.0,11,3.0,5,bad
com,0,10.0,10,6.0,6,bad
ca,1,5.5,6,3.5,6,good
il,1,5.0,8,3.857142857142857,10,bad
com.tw,1,6.0,9,0.0,0,bad
edu,1,4.5,7,3.5,6,good
org,1,5.5,7,5.666666666666667,10,good
me,1,4.0,4,6.5,7,good
it,1,6.0,9,6.5,12,good
com,0,7.0,7,4.25,5,bad
com,0,8.0,8,10.0,32,bad
org,1,5.5,9,3.0,5,good
com,1,6.5,10,4.333333333333333,7,good
org,1,5.5,7,8.0,24,good
org,1,5.0,6,4.333333333333333,7,good
com,0,6.5,7,5.0,5,bad
org,1,5.0,7,0.0,0,good
com,1,4.5,6,0.0,0,bad
com,1,7.666666666666667,8,5.909090909090909,32,bad
com,0,13.0,13,6.166666666666667,14,bad
com.br,0,15.0,15,6.0,13,bad
si,1,4.333333333333333,6,4.0,7,good
org,1,5.5,9,7.75,13,good
com,1,6.5,8,5.5,6,good
ly,0,2.0,2,11.0,11,bad
kz,0,6.0,6,7.5,8,good
org,1,6.0,10,5.0,6,good
com,0,15.0,15,5.4,12,bad
at,1,6.0,9,6.625,13,good
us,3,4.5,7,3.5,6,good
org,1,5.5,9,43.333333333333336,72,good
edu,1,5.0,7,0.5,1,good
com,1,4.333333333333333,7,0.0,0,bad
com,0,11.0,11,3.6,10,good
com,1,6.5,10,8.0,10,good
com,0,7.0,7,11.5,32,bad
biz,1,3.3333333333333335,4,4.166666666666667,6,good
org,0,9.0,9,0.0,0,good
com,0,12.0,12,5.0,5,bad
pw,0,17.0,17,4.25,8,bad
com,1,9.0,9,7.333333333333333,13,good
com,0,8.0,8,5.5,10,good
info,1,3.5,4,8.5,11,good
net,1,6.0,9,5.428571428571429,14,good
be,1,8.5,9,0.0,0,bad
org,1,5.5,6,2.5,5,bad
com,0,6.0,6,4.6,11,bad
com,0,16.0,16,0.0,0,good
ca,1,7.0,9,3.5,6,good
ru,1,6.5,10,3.8,8,good
de,0,21.0,21,10.25,32,bad
edu,2,6.333333333333333,13,5.2,11,good
edu,1,3.0,3,0.0,0,good
com,0,9.0,9,7.666666666666667,12,good
ca,1,7.5,9,1.0,1,good
com,1,5.0,7,10.0,10,good
com,0,12.0,12,7.0,32,bad
com,1,10.5,14,6.2,18,bad
com,0,7.5,12,4.5,8,bad
org,1,7.0,11,4.8,11,good
ru,1,2.5,3,4.166666666666667,8,good
com,0,15.0,15,4.0,8,bad
com,1,5.0,7,4.0,6,good
com.ua,0,5.0,7,5.0,7,bad
com,0,18.0,18,2.75,6,bad
cn,0,6.0,6,1.0,2,bad
org,1,6.0,9,3.0,6,good
com,0,5.333333333333333,8,6.0,9,bad
gov,1,3.0,3,4.764705882352941,21,good
org,1,5.0,9,3.5,4,good
org,1,5.5,9,3.0,5,good
org,1,5.5,9,5.0,6,good
com,1,4.5,6,4.0,7,good
tech,0,11.0,11,2.0,4,bad
ci,0,12.0,12,4.6,8,bad
se,0,6.0,7,3.6,5,bad
org,1,5.0,8,7.0,14,good
info,0,15.0,15,3.6666666666666665,5,bad
com,1,9.0,12,6.0,10,good
one,0,32.0,32,0.0,0,bad
fr,1,5.0,7,1.5,3,good
org,1,4.666666666666667,9,4.0,4,good
edu,1,2.5,3,4.625,9,good
gov.au,1,10.5,18,3.5,4,good
com,0,6.0,8,4.75,9,bad
za,2,7.666666666666667,12,0.0,0,good
de,1,2.6666666666666665,3,1.75,3,good
mn,1,8.0,10,4.0,5,good
gov,1,6.0,8,4.5,7,good
com,1,3.5,4,3.7142857142857144,9,bad
com,1,6.0,9,7.0,7,bad
edu,1,4.5,6,6.666666666666667,9,good
org,0,12.0,12,3.3333333333333335,9,bad
com,0,11.0,11,4.25,6,bad
com,1,4.0,5,4.7272727272727275,10,good
gov,1,3.0,3,5.666666666666667,8,good
org,1,6.0,9,3.3333333333333335,6,good
nz,2,6.666666666666667,10,5.571428571428571,9,bad
com,1,7.0,7,4.428571428571429,6,bad
com,1,6.5,7,8.0,8,bad
org,0,6.0,6,3.0,6,bad
com,1,5.5,8,10.0,10,good
com,1,3.0,5,5.0,7,good
com,0,8.0,8,4.666666666666667,10,bad
org,1,7.0,9,3.5,6,good
tk,0,6.5,9,1.0,2,bad
gov,0,8.0,8,6.0,6,good
com,0,17.0,17,5.0,5,bad
ru,0,3.0,3,5.666666666666667,12,good
ca,3,3.6666666666666665,5,3.5,6,good
com,1,8.0,10,0.0,0,bad
us,3,4.5,7,5.0,6,good
com,1,3.0,3,0.0,0,good
org,1,6.0,9,38.0,72,good
edu.au,1,5.0,7,5.0,9,good
com,0,15.0,15,7.0,7,bad
sk,1,3.5,4,0.0,0,bad
ca,1,14.0,19,4.0,7,good
com,0,19.0,19,7.0,12,bad
com,1,7.0,8,0.0,0,bad
org,1,5.5,9,4.0,4,good
org,1,5.5,9,2.75,4,good
com.ua,1,9.0,15,3.8333333333333335,8,good
com.br,0,13.0,13,7.052631578947368,13,bad
com,0,12.0,12,7.0,7,bad
com,0,13.0,13,8.5,32,bad
org,2,4.0,9,3.0,5,good
org,0,11.0,11,7.75,13,good
org,0,4.5,7,0.0,0,good
com,0,14.0,14,4.0,6,bad
org,1,10.5,18,4.142857142857143,8,good
com,2,6.0,9,5.785714285714286,12,good
com,0,20.0,20,4.142857142857143,6,bad
uk,2,6.0,9,0.0,0,good
com,0,7.5,11,0.0,0,bad
org.ph,1,7.0,11,3.5,4,good
za,2,4.333333333333333,7,3.5,6,good
org,1,5.5,9,3.0,5,good
ca,1,7.5,9,1.0,1,good
com,0,22.0,22,13.666666666666666,32,bad
edu.tr,1,5.0,7,5.5,10,good
ca,2,5.666666666666667,7,3.5,6,good
at,0,16.0,16,6.0,6,bad
com,1,7.0,11,5.142857142857143,10,good
com,1,9.5,10,10.5,15,good
com,0,9.0,9,7.666666666666667,12,good
com,1,7.5,9,5.25,10,good
ru,1,6.5,9,4.8,8,good
uk,2,3.6666666666666665,6,6.0,6,good
com,1,4.0,5,5.5,13,good
info,0,12.0,12,4.75,9,bad
edu,1,7.0,12,4.2,9,good
us,0,13.0,13,4.5,7,bad
com,1,4.5,6,2.6666666666666665,5,good
com,0,6.0,6,4.666666666666667,6,bad
za,1,3.0,4,6.0,6,bad
gov.bh,1,3.0,3,4.5,7,good
com,2,3.6666666666666665,5,6.1,9,good
org,1,6.5,11,7.0,14,good
com,0,10.0,10,4.0,5,bad
com,0,14.0,14,7.571428571428571,32,bad
edu,2,6.0,8,6.333333333333333,7,good
ie,1,6.5,10,4.2,7,good
org,1,5.5,9,6.5,10,good
org.cn,1,4.5,5,18.666666666666668,50,good
org,2,4.0,9,3.0,5,good
com,0,16.0,16,10.25,32,bad
com,1,4.5,6,6.0,7,good
uk,3,5.25,9,3.0,8,good
gov,2,2.6666666666666665,3,4.666666666666667,6,good
nl,1,7.5,12,10.25,33,bad
in,0,8.0,8,0.0,0,bad
biz,1,7.0,11,8.0,19,bad
org,1,5.5,9,22.333333333333332,36,good
com,1,12.0,17,7.0,7,good
ie,0,9.0,9,7.333333333333333,13,bad
nz,2,4.666666666666667,7,5.5,6,good
org,1,4.5,5,4.333333333333333,6,good
zw,2,4.0,8,3.0,6,good
org,1,5.5,9,15.5,27,good
com.au,1,3.0,3,4.555555555555555,8,good
net,1,6.0,9,0.0,0,bad
com,0,8.0,8,3.25,6,bad
com,1,8.0,9,0.0,0,good
es,1,4.0,4,5.5,10,good
org,1,5.5,9,5.75,10,good
ca,1,11.5,20,4.5,6,good
mobi,1,8.0,11,3.3333333333333335,5,bad
org,1,6.0,10,1.6666666666666667,4,good
com,1,6.5,10,4.0,7,good
com,1,6.0,11,0.0,0,good
uk,2,4.0,7,0.5,1,good
edu,1,6.5,8,1.0,1,good
pt,1,5.0,6,7.571428571428571,19,good
org,1,6.0,10,5.5,7,good
com,0,3.0,3,5.5,10,good
uk,2,3.3333333333333335,5,3.5,6,good
edu,2,3.3333333333333335,4,6.714285714285714,10,good
ru,1,7.5,11,5.0,5,bad
fr,2,3.0,4,6.0,12,good
org,1,6.0,9,20.0,36,good
com,0,10.0,10,8.0,8,bad
com,0,12.0,12,6.75,12,good
com,1,7.0,11,4.857142857142857,12,good
info,0,11.0,11,4.25,8,bad
org,0,5.0,5,4.333333333333333,6,bad
com,0,22.0,22,7.0,9,bad
org,0,9.0,9,5.0,8,good
com,0,9.0,9,4.0,8,bad
edu,1,5.5,7,3.5,6,good
tv,0,12.0,12,4.25,8,bad
com,0,10.0,10,3.6666666666666665,5,bad
org,1,5.0,6,3.0,6,good
com,0,11.0,11,4.666666666666667,7,bad
org,1,6.0,9,4.333333333333333,5,good
com,0,21.0,21,3.7142857142857144,7,bad
org,1,4.0,5,2.75,3,good
org,0,8.0,8,4.75,8,good
com,0,17.0,17,5.0,10,bad
com,3,7.0,13,4.12,8,bad
org,1,6.0,9,57.333333333333336,120,good
com,0,6.0,6,4.666666666666667,8,bad
gov.co,1,6.5,10,8.8,12,good
net,1,4.5,5,4.375,8,bad
biz,1,5.5,8,14.6,32,bad
org,1,5.0,8,5.333333333333333,9,good
com,0,14.0,14,4.333333333333333,6,bad
org,1,5.5,9,34.333333333333336,54,good
org,1,5.5,9,5.0,6,good
com,1,6.333333333333333,11,3.0,3,good
com,1,11.0,12,6.153846153846154,12,good
us,3,4.5,7,5.0,6,good
edu.au,1,5.0,7,5.0,9,good
ru,0,5.0,5,4.625,7,bad
cat,1,5.0,6,5.0,10,good
com.ar,0,10.0,10,5.333333333333333,10,bad
com,1,5.5,8,5.733333333333333,12,good
com,0,16.0,16,4.0,9,bad
ch,1,4.5,5,0.5,1,good
com.au,0,21.0,21,2.6666666666666665,6,bad
rw,0,7.0,7,7.714285714285714,17,bad
xyz,0,20.0,20,0.0,0,bad
com,1,6.5,7,4.916666666666667,11,good
com,1,11.0,19,0.0,0,good
se,2,5.333333333333333,8,3.5,6,good
com,1,6.5,9,0.0,0,bad
com.br,0,14.0,14,7.3125,32,bad
com,12,5.615384615384615,11,3.0,6,bad
org,0,9.0,9,5.75,9,good
com,1,5.0,7,4.0,6,good
com,0,6.0,6,5.0,5,bad
org,1,4.0,5,3.0,5,good
com,1,10.0,13,6.0,6,good
com,0,10.0,10,6.0,6,bad
edu.au,1,3.0,3,4.333333333333333,6,good
edu,2,3.6666666666666665,5,4.0,5,good
com,0,11.0,11,10.0,10,bad
org,1,6.0,9,11.0,18,good
org,1,6.0,9,5.0,6,good
it,0,17.0,17,4.285714285714286,7,bad
jp,3,4.0,6,3.0,3,good
fi,1,7.0,9,4.5,9,good
dk,1,5.5,8,7.75,12,good
com,1,4.5,8,5.714285714285714,12,bad
com.au,0,13.0,13,6.666666666666667,9,bad
net,1,5.5,7,5.833333333333333,15,bad
rs,0,11.0,11,5.0,6,bad
nl,0,7.0,7,6.0,6,bad
us,3,4.5,9,7.5,13,good
biz,1,7.5,12,7.0,20,bad
info,0,4.0,4,0.0,0,good
com,1,3.5,4,3.8181818181818183,8,good
com.br,0,19.0,19,4.833333333333333,7,bad
com,1,5.5,8,4.25,6,good
info,0,10.0,10,0.0,0,bad
edu,1,4.5,5,4.333333333333333,6,good
com,0,5.5,7,0.0,0,bad
com,0,11.0,11,4.25,7,good
com,0,16.0,16,13.125,51,bad
org,1,7.0,9,3.5,6,good
com,1,6.0,9,5.909090909090909,14,good
com,1,5.5,8,7.0,9,good
org,1,6.0,9,14.0,36,good
be,1,4.5,6,6.0,6,good
gov.au,2,5.333333333333333,9,3.5,6,good
org,1,8.5,14,7.0,9,good
com,1,7.5,12,10.0,16,good
se,1,4.0,6,5.0,6,good
com,7,6.375,15,10.428571428571429,32,bad
pl,0,4.0,4,7.0,7,bad
cn,0,6.0,6,6.0,6,bad
com,1,5.0,7,3.3333333333333335,8,good
com,0,6.0,6,6.166666666666667,9,bad
cymru,1,9.0,9,5.333333333333333,7,good
com,1,8.5,9,4.8125,12,good
com,1,6.0,7,5.0,8,good
org,0,9.0,9,4.5,7,bad
com.br,0,13.0,13,2.3333333333333335,3,bad
org,1,5.5,9,0.0,0,good
at,2,5.333333333333333,11,4.333333333333333,5,good
com,0,6.0,6,4.8,9,good
org,1,7.5,9,5.333333333333333,9,good
cn,0,9.0,9,6.0,6,bad
com.br,0,13.0,13,3.8,6,bad
org,2,4.0,9,3.0,5,good
ru,0,11.0,11,13.0,72,good
org,1,6.0,10,105.5,207,good
org,2,4.0,9,3.0,5,good
org,1,6.0,9,5.0,12,good
com,0,14.0,14,6.0,6,bad
com,0,17.0,17,3.3333333333333335,8,bad
org,1,10.5,17,4.333333333333333,5,bad
org,1,6.0,9,6.0,8,good
com,1,5.5,9,6.0,6,good
com,1,8.0,13,4.333333333333333,10,good
org,2,4.0,9,3.0,5,good
com,0,10.0,10,0.0,0,bad
org,1,8.5,9,0.0,0,good
org,1,5.5,9,8.0,18,good
sk,0,5.0,7,4.0,7,bad
com,0,12.0,12,5.0,5,bad
com,1,8.0,13,4.4,8,good
ru,0,13.0,13,2.6666666666666665,4,bad
fi,1,7.5,9,10.666666666666666,15,good
org,1,6.0,9,23.0,42,good
net,0,12.0,12,0.0,0,good
cc,4,4.2,6,4.4,7,bad
com,1,3.5,5,2.0,2,bad
com,1,2.5,3,4.857142857142857,7,good
gov,1,5.5,8,9.25,16,good
com,1,5.5,8,7.2,11,good
ga,0,5.0,5,0.0,0,bad
edu,1,5.0,6,5.5,6,good
uk,2,4.5,7,3.5,6,good
